gene_name,CD34 shRNA SC,CD34 shRNA HRI 1,CD34 shRNA HRI 2,HUDEP2_nontargeting_sgRNA_undifferentiated_rep1,HUDEP2_HRI_sgRNA5_undifferentiated_rep1,HUDEP2_nontargeting_sgRNA_undifferentiated_rep2,HUDEP2_HRI_sgRNA5_undifferentiated_rep2,HUDEP2_nontargeting_sgRNA_differentiated_rep1,HUDEP2_HRI_sgRNA5_differentiated_rep1,HUDEP2_nontargeting_sgRNA_differentiated_rep2,HUDEP2_HRI_sgRNA5_differentiated_rep2
HNRNPH2,3600,5519,5595,8424,9741,9638,10150,4589,4200,4820,4295
ARMCX1,10,0,27,1433,1671,1595,1631,18,7,7,15
TMEM35A,96,77,111,12,13,25,15,8,31,26,25
NXF5,0,0,0,1,0,0,0,0,0,3,0
TIMM8A,327,165,330,769,959,938,1053,358,337,383,447
ZC4H2,48,46,50,74,136,144,125,12,23,25,4
CANX,22578,10558,20271,48459,56417,55262,55283,13018,9568,14642,10504
INTS11,1131,750,1523,1595,1765,1756,1790,1295,1295,1288,1461
RGS13,65,30,39,12,10,27,19,34,44,10,48
IPPK,669,347,732,976,1046,937,864,459,374,531,373
ZNF484,801,478,897,521,573,687,631,565,421,599,569
OMD,208,112,266,73,39,105,94,98,255,97,168
FGD3,221,113,102,217,201,180,217,23,20,23,9
HIVEP3,10,5,18,4,6,3,2,3,13,5,12
PPCS,903,781,1461,1455,1729,1752,1837,843,720,957,722
EDN2,6,0,6,4,2,5,0,0,0,1,0
BCL11B,5,3,2,3,1,3,6,7,9,0,1
COX7C,3857,3725,5858,14787,17964,16770,16557,5959,5116,6543,5264
TRAF2,357,226,390,609,595,661,702,365,381,312,463
ABHD8,64,60,83,92,107,80,79,77,58,107,106
MASP1,28,30,42,32,26,40,60,55,57,38,37
ATP13A4,74,21,37,2,12,8,19,28,25,55,21
HRASLS,0,0,3,0,0,0,0,0,0,1,0
HELB,1164,1292,905,1791,2134,2453,2230,546,582,521,646
RAP1B,7945,4494,7830,12611,14240,13134,14217,6545,6375,6947,6433
IL22,0,0,0,0,0,0,0,0,0,0,0
TSPAN8,7,15,8,0,0,0,0,3,3,3,0
BEST3,1142,3635,5336,35,32,70,85,909,2693,826,2553
RAB3IP,3391,5474,6421,362,500,871,736,3737,6726,3532,6918
PTPRB,123,56,47,154,258,377,403,88,82,70,75
DYRK2,745,573,1347,1766,2058,1905,2092,448,406,446,389
YEATS4,3489,1146,2942,2537,3034,2789,2719,2591,2197,2898,2322
TAS2R3,14,5,9,8,30,23,35,6,21,18,11
TAS2R4,50,23,33,88,81,86,56,33,35,15,70
TAS2R5,17,1,1,32,42,35,28,9,16,6,13
CRYGN,0,2,0,0,0,0,0,0,2,0,0
LRRC61,148,12,80,458,515,483,411,172,172,139,148
TRPV5,7,14,32,2,0,1,1,53,63,43,80
IDUA,48,3,64,69,51,48,20,11,10,16,16
FGFRL1,283,24,100,655,623,531,607,462,520,581,710
TMEM175,179,173,316,76,90,105,103,198,192,195,198
AUNIP,1291,193,756,1376,1614,1319,1391,933,954,935,990
PIN1,1122,735,1579,2294,2453,2285,2344,1361,1159,1355,1084
FBXL12,154,129,209,458,447,411,450,172,203,230,187
EMC1,2046,719,1572,4026,4823,4572,4415,1195,912,1327,961
PLA2G5,0,12,0,1,2,1,0,1,8,3,0
UBR4,20749,17512,25048,16249,18702,15550,14827,31649,29752,32114,33745
HP1BP3,16827,12022,19489,8645,10345,10787,10878,18082,18029,19340,20060
ADGRE2,581,552,544,1573,1841,1775,1823,283,240,184,225
SIN3B,391,306,475,878,963,967,883,492,435,528,540
OR7A10,0,1,0,6,0,0,0,0,1,0,0
SLC35E1,798,853,1989,1764,1972,1924,1835,2068,2256,2344,2807
EPS15L1,1329,581,1244,954,1049,1128,973,991,819,1078,948
KLF2,12,19,30,14,5,8,7,5,5,5,0
OR7C2,0,0,0,0,0,0,0,0,1,0,0
OR7C1,0,0,0,0,0,0,0,0,5,0,0
F2RL3,177,146,166,664,694,741,645,100,95,107,113
UQCR11,963,1173,1843,3960,4124,3815,4243,1957,1621,2114,1682
GFER,220,141,252,348,401,364,467,175,157,186,143
SYNGR3,15,42,21,171,174,174,193,33,7,42,3
PKMYT1,642,285,817,547,480,488,493,651,1059,649,1049
WFIKKN1,17,7,11,7,13,11,5,11,15,10,4
WDR24,209,118,265,344,294,304,256,209,184,230,187
FBXL16,33,30,66,28,15,12,15,43,45,41,53
CHTF18,1286,409,1208,902,879,879,807,825,931,818,1003
GNG13,1,0,6,3,4,4,2,0,3,2,3
MACF1,10713,3997,6161,17591,20203,22809,23324,2443,1383,2183,1570
SMARCA4,3155,2324,3503,8066,9758,10358,9217,4374,4283,4528,4718
KDM4B,1112,1517,2098,1067,1138,1226,987,2196,2476,2128,2489
TICAM1,59,37,24,86,83,133,133,36,24,38,44
METTL25,337,190,212,528,546,526,536,240,302,338,320
IL17B,0,0,0,0,3,2,0,2,5,0,0
EMC6,247,234,344,573,638,692,516,262,261,356,288
OR1E2,0,1,0,0,0,0,0,0,2,0,0
METTL16,1552,648,1301,2474,2739,2803,2950,681,550,686,549
TUBA4A,1423,873,1125,475,498,575,506,1184,1140,1560,1273
VIL1,132,132,100,30,42,77,45,294,551,300,575
AAMP,1184,1234,1894,2689,3087,3088,2904,1615,1588,1800,1724
PNKD,355,168,328,445,484,523,469,295,226,278,265
TNFRSF19,389,39,184,1761,1829,1780,1833,84,47,92,37
RNF6,4346,4760,4701,5961,6929,7369,7749,5728,5946,6480,6704
ECHS1,647,255,594,2407,2571,2406,2568,339,275,393,293
ZNF835,52,46,67,45,67,78,94,38,43,53,85
AKAP9,21289,26152,29711,7701,9299,11458,11103,19573,20911,21466,26419
GNG11,65,24,1,2,2,1,0,4,0,0,1
SEM1,2578,1348,2517,4313,5005,5426,5589,1409,1161,1637,1318
GNGT1,0,5,0,1,0,0,0,0,1,0,0
HIP1,518,382,430,67,94,77,107,234,251,250,377
PTPN12,579,410,711,647,900,866,987,534,521,582,491
POR,402,500,489,602,672,563,544,301,331,334,279
FGL2,61,23,49,20,14,14,6,25,26,26,42
STYXL1,365,208,407,250,267,414,391,173,141,174,122
STEAP4,132,98,139,70,73,103,84,143,164,137,176
GNAI1,97,39,90,3,16,13,7,18,20,24,32
PMS2P3,421,189,349,301,370,372,343,169,158,221,193
PEX1,1970,585,2134,1853,2028,2596,2428,1191,1149,1428,1073
MTERF1,786,548,817,1600,1867,1827,2018,695,663,723,694
SGCE,2,2,1,4,0,2,5,1,1,2,5
RBM48,1295,1479,1997,1084,1209,1258,1383,1665,1801,1734,1917
CASD1,708,161,704,578,682,717,726,197,220,238,208
ZNF780B,422,103,395,602,671,712,748,138,131,130,146
LRFN1,26,3,18,14,16,20,17,19,12,11,31
ZFP36,523,665,504,297,361,353,326,863,1316,811,1195
SRD5A3,597,43,358,1761,1908,2049,1979,487,262,519,292
SPINK2,12,0,0,0,0,0,0,0,0,0,0
RASL11B,14,45,29,23,13,13,12,9,17,3,17
PAICS,5309,763,2387,21529,26013,23959,25119,3730,2682,4781,3048
KDR,0,9,2,6,1,0,0,3,5,5,2
PPAT,1979,318,1001,4914,5711,5754,6214,3485,3507,4373,3955
TUBGCP6,1567,1003,1705,1002,1115,1008,1015,1755,1588,1675,1747
ADM2,82,48,56,27,23,43,27,212,106,276,127
DGCR6L,171,55,198,238,259,205,156,56,57,69,80
DGCR8,2090,1046,2407,2236,2399,2148,2099,2189,2403,2298,2724
ASPHD2,87,43,103,33,68,40,38,96,110,163,106
VPREB3,7,0,0,0,0,1,0,0,0,1,1
SDF2L1,109,48,104,521,520,590,607,99,71,101,63
GAL3ST1,32,15,21,8,8,9,15,29,28,23,10
YWHAH,5881,5865,12241,6223,7482,7260,6895,7470,8128,8332,9191
RFPL1,0,0,0,1,2,2,3,0,0,0,5
RFPL2,106,33,235,0,0,0,0,13,1,0,5
C22orf24,86,129,120,18,20,12,13,50,76,44,102
POM121L9P,14,10,1,18,10,7,8,6,5,16,3
GNAZ,193,111,166,7,3,2,4,166,63,136,105
MGAT3,2516,1908,6076,3872,3814,4091,3891,3103,3871,3543,4513
ADORA2A,18,0,7,7,0,42,11,0,2,9,18
ATF4,19817,20837,23324,11209,11890,11542,10214,18956,21940,21126,24754
A4GALT,428,38,686,722,535,543,364,182,135,223,137
RFPL3,5,6,0,0,0,0,0,1,0,0,0
CDC42EP1,47,81,27,9,10,6,3,14,2,20,19
APOL3,2398,2493,8202,39,55,26,32,929,895,882,793
MCHR1,0,0,0,0,0,0,0,2,3,0,0
TPST2,1579,5459,4996,7359,8055,9062,8881,1986,2593,2162,2496
BAIAP2L2,2,0,25,54,57,47,63,16,7,24,28
MPST,1075,563,1419,1803,1592,1661,1535,947,1158,1049,1019
GALR3,0,0,3,0,0,0,0,0,3,5,0
TST,327,265,565,638,577,626,510,147,201,166,255
APOL5,0,0,0,0,0,0,0,1,0,0,0
IGLL1,69,10,4,5,0,2,1,3,0,0,0
APOL2,730,403,1409,977,1137,1442,1372,710,552,834,599
RAC2,1159,642,1451,1999,2140,2440,2271,1071,1094,1108,1079
LIF,347,117,199,581,647,473,576,114,94,136,78
C22orf23,49,18,33,15,20,33,24,56,15,44,16
APOBEC3A,96,353,211,20,13,4,9,56,54,70,64
APOBEC3F,132,192,171,62,78,118,87,194,232,161,352
RIBC2,215,43,205,262,329,333,377,387,404,479,359
KRT17,4,1,0,5,0,0,0,3,0,0,2
EMC4,2357,1931,3847,4378,4834,4787,5374,2923,2345,3335,2854
RNF112,0,8,0,5,0,0,0,3,7,1,10
SPECC1,10765,14455,24740,4028,5084,5142,4878,8165,10491,9170,11618
CPA4,29,13,20,22,12,25,10,16,17,16,21
DOCK4,15,10,11,28,35,44,88,55,15,33,15
POT1,2022,754,1850,2589,2821,3281,3385,2683,2564,2953,2861
TAS2R16,0,6,0,0,0,0,0,0,0,0,0
ATP6V1F,635,391,862,873,986,1123,1077,401,320,480,393
LSM8,2747,1465,2774,2637,3111,3162,3094,2663,2628,2821,2807
CDHR3,40,35,41,14,30,40,29,26,36,28,46
PRKRIP1,661,480,833,828,969,945,800,547,452,588,488
VGF,14,8,1,29,24,41,37,2,1,0,0
PODXL,98,119,113,62,73,80,73,158,112,136,144
FOXP2,58,38,73,32,22,44,56,47,66,52,71
STRIP2,4611,1985,4962,2027,2014,3099,2781,4766,4315,4725,5077
IFT22,298,150,429,366,440,398,425,245,210,241,184
MKLN1,6635,10613,13477,3835,4411,4633,4676,8977,10463,8763,11000
DNAJB9,1949,6315,6043,627,767,874,904,4096,4566,4168,4373
FLNC,16,12,22,7,13,9,7,5,8,9,13
LRRC4,22,17,23,73,78,86,75,55,72,64,52
CALU,2245,893,1606,5153,6507,6663,6991,2176,1672,2585,1763
CCDC136,129,21,73,97,143,57,78,19,29,15,8
SMO,11,3,0,0,0,0,0,4,3,4,2
IRF5,54,42,30,29,35,46,33,29,44,22,31
LRRC17,23,3,22,2,4,10,7,12,6,10,2
KLHDC10,1795,1497,2900,1606,1853,1715,1798,1700,1552,1775,1465
NDUFA5,4155,3647,5922,10826,12871,10981,11693,4692,4595,5687,4446
FEZF1,0,0,0,1,0,0,0,0,0,0,0
OPN1SW,29,5,7,43,81,65,54,31,17,21,13
MRPS12,94,40,50,370,390,405,385,66,61,89,62
MYO1B,39,35,32,11,7,16,1,17,27,18,27
HOXD1,6,0,0,0,0,2,0,0,0,0,0
HOXD3,0,0,0,0,3,0,0,0,1,0,0
MTX2,999,227,849,1741,2024,1961,2296,851,534,733,465
PDE11A,111,121,141,76,60,90,104,71,128,96,161
CHN1,43,27,21,56,38,98,111,27,15,22,24
GAD1,1753,737,1526,3401,3863,3343,3206,2047,2091,2061,1955
OSGEPL1,325,67,239,524,478,640,546,147,83,144,114
ORMDL1,1044,798,1453,1756,1902,1832,1946,1742,1469,1764,1362
HAT1,5421,1412,4364,9018,10709,11055,11802,7395,6327,8460,8286
HOXD9,0,0,0,0,0,0,0,0,0,0,0
HOXD10,0,0,0,6,0,2,6,4,0,3,0
HOXD11,0,0,0,3,0,0,2,0,0,0,0
HOXD13,6,0,1,0,3,0,0,0,7,0,0
HERC2,3875,1750,2106,4261,4784,4946,4342,2426,1955,2434,2269
SNRPN,756,241,576,1508,1800,1539,1812,325,215,380,155
PSMG2,1104,642,1422,2257,2648,2751,3087,2395,2448,2910,3094
TWSG1,1393,542,1026,3932,4697,4318,4353,2060,1802,1923,1740
ARHGAP22,154,104,84,49,22,46,53,76,109,50,34
WDFY4,5,6,1,4,2,8,0,4,1,3,3
EIF2AK4,2393,2346,2702,2740,3183,3866,3617,1403,1345,1479,1489
MYO5C,21,28,37,16,7,12,16,21,27,24,20
CGNL1,16,13,8,4,2,17,17,6,11,20,20
TMOD2,1039,368,1462,32,27,42,43,63,73,83,116
TTBK2,2042,1582,2711,1187,1234,1409,1308,2418,2206,2475,2361
ELL3,74,36,153,91,82,57,72,134,166,129,114
CCDC32,1274,1436,2918,1455,1620,1529,1720,2195,2020,2458,2107
INO80,2602,2721,3042,3134,3304,3732,3739,2355,2158,2599,2385
ICE2,4410,2233,3619,5207,5559,6179,6254,3370,2566,3310,2684
DLL4,7,1,3,3,4,0,3,3,1,15,5
ALDH1A2,27,8,2,142,44,207,113,15,12,14,36
MINDY2,1377,1161,1740,1089,1185,1392,1333,1083,1110,1244,1123
IVD,797,302,779,2087,2329,2232,2089,505,485,478,487
KNSTRN,3555,2362,5596,3058,3371,3888,4094,3880,4562,4629,5311
DUT,4611,708,2607,9950,10239,9743,11430,6559,6196,7782,7632
CHAC1,985,941,504,53,20,62,3,1855,1879,2242,2269
CLN6,1015,265,487,1701,2191,1898,1850,515,421,528,465
ARPP19,4001,3501,3779,7106,7874,7467,7601,5605,5827,6165,5963
VPS13C,12927,9381,14994,12392,13159,13707,14109,7045,6525,7148,6789
CALML4,153,21,30,89,84,105,69,31,46,38,32
ISLR,0,0,0,0,0,0,0,1,0,0,0
THAP10,29,3,17,56,43,49,86,13,3,4,0
LOXL1,3,0,0,1,2,0,0,0,0,4,4
ACKR4,16,2,37,31,17,33,20,11,16,14,6
ANAPC13,736,522,922,1459,1789,1616,1693,515,434,553,516
MBD4,4198,2550,5183,3658,4420,4053,4131,5589,4346,6317,4485
COPB1,4852,3365,6586,8165,9114,9321,9823,4954,3994,5093,4420
PSMA1,2546,2095,4439,4589,4986,5261,5493,3433,2992,3670,3199
SUMF2,1565,734,1820,1952,2075,2243,1974,1345,1272,1449,1301
PALLD,136,72,130,92,114,104,114,109,76,125,101
SPCS3,5077,2079,4122,12845,13617,13678,14081,5270,4524,5191,4499
BBOX1,4,11,4,0,0,0,0,0,0,0,0
MYOD1,0,3,0,0,0,0,0,0,0,0,0
SERGEF,449,206,254,450,464,489,506,158,124,150,118
KCNC1,0,5,0,1,5,8,6,2,9,2,9
TPH1,40,41,82,73,82,77,98,48,48,64,44
CSRP3,8,1,9,1,0,2,0,2,0,2,1
E2F8,2291,900,1909,872,1214,1054,1033,2307,2768,2411,2969
DCTD,715,87,385,2755,3187,2892,3266,238,83,199,85
SOX15,28,24,26,21,25,12,18,51,38,65,60
PIMREG,34,36,93,295,298,413,365,272,196,290,146
RPAIN,2938,1418,3247,2624,2938,3176,3067,4301,3555,4510,3667
USP6,388,351,652,196,202,244,218,456,461,508,669
SHBG,8,8,18,2,6,14,2,1,8,7,7
PLD2,12,21,4,11,20,12,9,3,10,24,3
AIPL1,41,52,43,39,51,40,44,65,36,32,67
CD68,764,349,549,70,82,178,186,240,170,236,221
TXNDC17,272,208,413,1783,1913,1587,1762,360,315,373,260
ATP1B2,1526,2110,3393,79,110,91,87,1376,2069,1254,2245
FXR2,1289,1715,2618,1344,1510,1418,1268,1960,2164,2090,2228
KIF1C,919,606,926,2125,2268,2408,2197,1499,1420,1592,1465
MPDU1,1301,675,1966,1450,1593,1388,1452,1435,1476,1506,1407
PHF20L1,5545,4599,7200,13759,17638,16082,18983,13394,14598,14202,16285
LRRC6,31,36,30,533,761,813,882,42,46,54,43
CCNT1,5139,4104,5980,6219,7189,7150,7286,6754,6067,7656,6406
PUS7L,3696,987,2322,7698,9054,8290,8698,1628,1018,1631,1088
KRI1,1484,1053,1890,2443,3128,3157,3252,1707,1759,1651,1741
ILF3,8903,4831,7823,19290,23347,22736,19989,13061,13202,14685,15025
SLC44A2,1631,1355,2861,2584,2914,3060,2815,2953,3138,3243,3191
AP1M2,19,20,35,6,6,9,2,14,13,3,23
CDKN2D,500,1096,1546,54,61,56,64,1643,2601,1876,2486
MTUS1,30,32,9,7,7,17,7,23,10,5,10
KLK14,0,2,1,0,1,0,0,0,3,0,5
SIGLEC9,3,6,17,6,7,5,1,17,8,3,4
KLK10,67,54,73,47,38,37,44,32,75,47,39
KLK8,8,0,0,0,0,0,0,0,4,3,0
NGDN,1319,911,1376,2514,3089,2804,3015,1223,1103,1309,1264
RIPK3,44,17,19,11,12,22,18,1,0,6,30
ADCY4,46,49,39,12,17,12,8,31,28,31,35
RAB2B,925,1260,1443,692,770,1018,826,2348,2495,2482,2657
BCL2L2,556,470,918,453,501,586,494,468,524,557,533
AJUBA,22,15,20,41,30,117,75,8,12,17,6
DTD2,537,178,458,1176,1281,1288,1273,207,124,258,148
PARP2,1377,392,1014,1128,1420,1555,1514,1189,1216,1329,1358
HEATR5A,1292,499,1242,1690,1971,2351,2469,991,837,926,894
FOXA1,3,0,4,4,1,4,0,5,0,0,0
SNX6,2063,2371,3083,4734,5442,5915,5794,2060,1766,2214,1886
EAPP,1722,1794,2604,1702,1944,2094,2179,2285,2347,2630,2782
EGLN3,699,774,386,19,5,7,9,24,27,13,17
MIS18BP1,13026,7760,13632,10813,12368,13172,13421,13338,15340,15667,18066
NRL,208,183,163,50,44,34,38,76,172,90,129
RNASE1,108,31,227,28,20,36,29,64,48,44,34
NEDD8,2289,1520,2984,3140,3721,3922,4065,1817,1572,2133,2124
DAD1,1082,1598,2160,2956,3525,3901,3932,1286,1561,1493,1497
TEP1,365,132,297,627,648,929,879,196,102,235,104
EPB41L4A,665,1610,1241,798,1036,1467,1262,714,1176,722,1180
CDO1,3,0,0,4,0,0,0,0,0,0,0
REEP5,1673,1087,2470,2951,3492,3282,3817,1412,1145,1512,1251
ITFG1,1691,1194,2711,1326,1517,1770,1813,1779,1696,1808,1714
QRICH2,78,78,97,52,68,77,73,110,60,93,44
FOXJ1,4,8,3,0,0,0,0,3,0,0,0
SEC14L1,3331,6421,6729,1519,1863,1829,1718,6010,5172,6596,5902
RHBDF2,62,38,74,57,32,65,53,69,42,70,52
AANAT,4,5,30,1,2,2,3,9,13,4,4
ARHGEF6,4162,1408,1944,8672,8946,8863,8388,786,263,873,280
MAP7D3,1197,126,425,3303,4123,4279,4322,316,139,317,188
FGF13,874,711,847,487,456,561,507,774,941,800,1108
ASH2L,2273,1769,2912,3176,3589,4427,4123,5226,5623,5193,6384
TTI2,674,234,566,1091,1235,1346,1519,941,915,929,854
ART1,5,1,4,2,3,0,3,4,1,9,11
CHRNA10,43,28,33,31,29,28,22,52,41,60,57
CDKN1C,114,110,92,4,5,7,2,15,62,8,47
SGO1,2418,1211,2519,1186,1488,1705,1599,2283,2365,2445,2980
TTTY1B,3,0,0,0,0,0,0,0,0,0,0
RPS4Y1,5851,2210,5204,13614,15692,15833,15955,2587,2677,2919,2855
TTTY1,3,0,0,0,0,0,0,0,0,0,0
VCY1B,0,0,0,0,0,0,0,0,0,0,0
VCY,0,0,0,0,0,0,0,0,0,0,0
CDY2B,0,0,0,0,0,0,0,0,3,0,0
CDH15,13,9,14,12,15,9,7,18,14,26,29
KLF16,127,47,103,623,567,675,533,213,172,256,227
TMEM8A,776,857,1438,871,790,781,929,887,923,907,1036
DOHH,121,145,127,482,501,470,407,137,135,134,165
MAU2,1174,1317,2045,1270,1343,1318,1317,1845,2005,2046,2168
SHC2,0,1,4,7,0,0,2,2,1,3,0
PLPPR3,45,10,36,173,124,62,75,15,15,0,9
IGF2,0,0,0,0,0,0,0,0,3,0,0
ABHD17A,458,445,905,1419,1190,1160,1184,905,756,1024,828
LBP,5,0,0,1,5,1,0,0,0,0,0
SYT5,83,61,80,33,39,46,19,44,62,55,59
TNNI3,99,465,226,109,128,123,124,181,57,193,69
CBFA2T3,297,279,425,168,205,237,185,204,198,148,296
GAMT,31,30,73,26,50,54,46,22,28,52,36
PUDP,140,47,122,374,416,491,507,113,97,85,103
ERMARD,307,180,484,783,926,962,950,234,218,245,248
PHF10,3252,1791,3133,2940,3436,3349,3330,7253,6969,7698,7455
PRRG3,1685,2183,2673,2090,1768,1254,781,1111,1402,897,1032
KCNA6,24,5,39,14,9,10,15,16,38,26,44
KCNA5,1,0,0,1,0,2,0,0,0,0,0
CRACR2A,331,150,164,1181,1500,1447,1321,103,92,131,105
NXNL2,240,185,159,140,109,119,163,227,187,147,275
STARD8,540,884,911,388,353,567,425,385,462,410,550
FAM155B,0,0,0,0,0,3,0,0,1,2,5
GDPD2,0,1,14,4,5,2,6,22,19,32,34
SAT1,10269,14923,14168,5369,6767,4542,5593,12434,12843,15137,14682
GNL3L,1883,1427,2438,2617,3284,2982,3204,1764,1532,1815,1986
SH3BP4,8,3,0,1,3,0,7,8,7,1,9
MOSPD2,1179,1317,1621,884,872,1014,1065,962,1184,1106,1279
DOCK6,46,40,26,103,113,160,103,65,98,65,102
ECSIT,330,229,309,1288,1316,1232,1346,503,442,461,447
LDLR,3421,6996,5498,5837,6389,6035,5497,6360,7822,7117,8257
ELOF1,709,551,1120,1589,1915,1702,1807,1560,1467,1697,1494
TSPAN16,3,10,8,2,0,1,4,3,12,0,1
ANGPTL8,0,0,8,1,0,6,0,3,7,0,0
PRKCSH,2840,898,2427,5140,5952,6494,6344,2434,2093,2330,2248
CNN1,36,20,37,69,103,58,97,69,67,65,54
CDC16,2881,2330,3926,4049,4962,4666,4583,4150,4094,4243,4121
ZSCAN10,5,9,10,8,5,15,13,9,10,15,9
THEM6,240,26,122,308,223,221,228,52,20,49,41
NECTIN2,117,153,267,18,27,36,24,9,9,39,18
APOE,2994,519,3665,129,140,79,74,459,480,514,452
TOMM40,1041,265,506,4564,5090,4632,4448,695,460,847,498
APOC1,3529,357,3104,923,1103,689,813,2576,2043,2661,2071
GADD45G,263,530,353,6,3,8,7,16,20,49,39
LRCH2,5,0,5,0,2,0,0,3,0,0,0
DPP6,40,34,53,17,23,18,28,38,51,28,46
XPO7,17598,60102,38065,6903,8442,9549,9133,54394,70790,60545,82895
ACE2,7,1,24,1,16,12,26,1,0,15,10
FAM98C,401,261,679,402,383,454,408,421,467,447,528
SAFB2,3698,3254,4152,4368,5291,5142,4477,5709,6339,6137,6608
RPL36,7748,2336,4866,20587,21194,21427,22210,7329,5747,7559,5582
ATP8B3,376,143,305,475,554,603,583,223,326,229,302
NCAN,0,10,0,4,0,0,4,0,2,5,3
KIF1A,9,6,0,8,0,2,1,5,4,1,12
GTPBP3,194,51,117,426,472,402,451,180,135,196,189
PLVAP,47,247,97,40,61,24,18,35,45,35,15
BST2,327,197,289,1818,2322,2522,2664,321,258,291,172
SLC27A1,424,403,535,268,294,339,319,533,532,469,479
NSUN5,348,160,273,799,838,879,769,240,183,235,196
USHBP1,235,179,235,98,138,111,121,301,332,245,270
COLGALT1,887,227,502,4305,4888,4400,3906,1026,716,1217,835
DDA1,515,303,606,520,586,663,604,915,831,985,943
MRPL34,562,214,564,1176,1328,1329,1369,741,635,796,639
PGLS,250,216,244,443,516,534,450,180,185,220,159
LSM7,514,150,397,1471,1440,1545,1609,359,254,394,307
TULP4,684,322,530,3053,3409,3037,2947,419,311,454,350
SNX9,2528,3713,4123,3356,3855,3777,3785,7559,6831,8354,7572
RTN4IP1,324,88,154,1067,1134,1211,1220,139,76,153,91
QRSL1,899,532,940,3587,4337,4285,4101,764,594,892,777
C6orf203,441,158,425,1213,1374,1480,1422,388,281,381,347
RSPH3,504,277,504,916,833,1164,1161,361,238,366,194
MAS1,117,80,82,52,63,71,68,78,91,117,112
ACSBG2,37,17,26,55,60,62,30,31,34,41,48
MLLT1,245,192,294,1016,1170,1223,1095,475,438,405,472
FUT5,0,3,0,1,1,0,0,4,0,1,0
BMP15,4,0,0,0,0,0,0,0,0,0,0
AFDN,77,62,66,235,260,516,396,100,89,133,106
ACTN4,2361,728,1981,2656,2779,3047,3013,2082,1771,2181,2076
STK33,432,251,426,229,224,271,241,413,398,274,475
NDUFA10,2324,1373,2612,4606,5465,4889,5285,1700,1369,2056,1591
EPO,0,1,0,3,1,1,1,0,0,0,0
ARPC1B,797,427,601,2060,2138,2431,2173,396,326,365,326
CACNG6,0,4,0,0,0,0,0,0,1,0,0
ZSWIM6,505,386,648,336,351,505,489,486,446,529,452
FCHO1,117,37,84,454,531,512,517,62,60,107,66
UNC13A,23,23,4,48,44,41,38,31,23,35,34
MAP1S,72,52,134,236,213,357,216,164,140,159,183
KLHDC7B,10,0,0,0,1,0,0,2,0,1,0
SCO2,72,22,43,234,255,160,172,42,19,39,24
PXDN,19,8,28,13,12,9,8,8,15,3,4
SSBP4,312,182,333,907,863,862,667,268,269,258,234
GDF15,4834,8138,10692,140,140,164,114,8888,8403,10736,9901
PGPEP1,1409,1057,1496,3119,3364,3055,3081,1582,1416,1685,1532
IQCN,110,127,175,14,28,28,13,113,153,102,145
LSM4,1885,370,1133,5887,6069,6348,6120,2259,1833,2807,1786
JUND,2839,4521,3799,1519,1710,1038,897,5972,9152,6010,8516
HRC,25,15,13,9,13,2,6,18,21,7,12
TRPM4,118,99,145,80,95,77,94,116,144,114,154
OR11H1,0,0,0,1,0,1,0,0,0,0,0
SULT4A1,0,1,0,129,168,133,120,0,0,0,10
ZNF557,1113,701,934,2222,2140,2553,2485,1429,1156,1543,1237
CRB3,7,28,7,2,17,24,8,27,11,31,24
OLFM1,2,5,0,5,0,1,6,9,1,10,0
CAMSAP1,1459,927,1819,2049,2358,1867,1986,1079,1113,1030,1318
UBAC1,11752,10325,20309,7532,7462,8895,8356,16045,17509,17932,19772
SAG,105,100,161,59,71,81,68,85,106,84,119
ZBTB46,221,18,180,37,28,27,41,77,51,91,108
HELZ2,290,166,359,102,97,149,81,322,190,294,200
SAMD10,44,7,37,106,146,102,132,5,2,8,19
LSP1,66,165,7,4,5,8,0,1,1,3,15
TNNT3,5,16,0,0,0,0,0,6,0,1,0
TNNI2,0,8,15,1,0,0,0,1,1,0,0
H19,7,1,11,0,0,5,2,11,15,4,7
CYP2G1P,12,3,3,0,0,3,0,0,3,0,17
COL5A1,3,11,4,4,3,0,0,5,8,2,5
ATXN10,1109,962,1519,4101,4887,4385,4121,1483,1265,1556,1325
TUBGCP2,1572,1162,2013,3196,3460,3073,3400,2030,1728,2271,2014
CALY,0,2,6,0,0,0,0,3,2,3,0
CYP2E1,82,41,108,56,53,48,46,52,33,70,49
PNPLA7,26,47,48,14,17,13,3,41,80,40,123
HBZ,21,71,78,29,54,29,32,64,95,75,119
PAK4,225,168,322,345,369,306,311,199,189,154,227
MNX1,0,1,0,4,3,0,0,3,4,8,0
ZNF337,796,393,1728,660,697,782,704,665,422,560,448
CEP85,3777,1786,3661,2982,3079,3274,3021,5195,5239,5334,5892
TAF4,367,223,371,193,162,164,140,266,285,256,360
GATA5,1,7,16,128,149,133,115,124,80,112,113
RBBP8NL,3,2,0,3,0,1,0,11,5,5,9
LAMA5,139,81,99,155,187,124,149,127,237,98,225
OSBPL2,3096,2525,3894,1531,1712,1505,1375,4942,5287,5040,5225
ADRM1,893,784,1168,2112,2286,2072,1796,1006,887,1308,1186
ASS1,107,6,15,14,0,17,0,292,56,436,77
PRDM12,1,0,0,1,0,4,6,0,1,9,1
EXOSC2,2007,358,1155,3832,4609,4689,4851,1125,875,1217,1128
