gene_name,H9_WT_B1,H9_WT_B2,H9_KO_UGP2_B1,H9_KO_UGP2_B2,H9_KI_B1,H9_KI_B2,NSC_WT_B1,NSC_WT_B2,NSC_KO_UGP2_B1,NSC_KO_UGP2_B2,NSC_KI_B1,NSC_KI_B2
TNFSF13B,5,8,11,4,8,8,33,35,30,28,53,58
FNDC3A,2268,2220,2438,2029,2114,2410,7747,8342,6950,6524,8293,7910
MLNR,4,1,7,2,3,4,0,1,0,0,0,1
CDADC1,109,79,85,87,143,117,220,286,268,314,257,287
CAB39L,174,219,323,267,215,220,842,782,646,585,899,887
KLF5,70,39,67,43,67,101,306,489,409,72,413,240
STK24,7385,7790,8023,8112,8570,7682,5709,5941,6138,6076,5986,5562
ACP5,53,40,22,58,20,26,20,4,19,33,6,36
DNAJC3,2074,2206,1733,2220,2107,2335,3454,4269,7782,8726,3177,2540
UGGT2,1338,1283,1830,1700,1859,1485,2254,2201,2417,2996,3200,2365
ARHGEF7,3054,3023,3317,2858,2600,3013,3462,3823,4451,5006,3802,3516
FGF9,2,3,2,7,15,2,8,15,15,80,154,94
SGCG,0,1,0,0,2,5,2,2,4,10,3,0
PARP4,3693,3591,3317,3128,2864,3103,8271,8888,2751,2502,7724,7073
SUPT20H,1747,1709,1875,1637,7,20,193,375,1695,2020,12,29
MRPS31,1253,1297,1304,1273,1679,1394,860,979,766,1062,999,974
SLC25A15,872,828,788,718,810,932,452,588,629,619,439,335
KPNA3,5012,4757,5105,5156,4459,4938,4377,4607,4460,4412,3866,3052
FLT1,5910,6276,6332,6347,4894,5733,56,93,497,160,30,28
RGCC,3,6,5,3,6,1,32,41,23,29,37,31
VWA8,1609,1608,1780,1599,1650,1896,1227,1413,899,1131,1586,1368
DGKH,626,724,886,522,340,458,755,1042,1682,1158,1278,932
KATNAL1,802,939,776,787,855,1046,2473,3714,2334,1675,2215,1820
INTS6,2604,2572,1511,2141,1245,1502,2522,2723,2109,2023,2453,2309
ACOD1,0,0,0,0,0,0,0,0,0,0,0,0
DHRS12,219,237,270,186,250,234,239,264,143,252,397,389
MEDAG,101,63,150,179,89,104,74,90,55,13,23,14
TSC22D1,4893,4961,5077,5631,4242,4260,9597,15817,5394,7461,29749,26762
CLN5,557,548,509,645,607,600,1705,1808,1165,1293,1982,1604
OLFM4,2,1,0,1,1,0,0,0,0,0,0,1
MSLN,3,2,4,4,2,0,5,0,0,1,11,5
MGRN1,3422,3540,3244,3731,3009,3541,4114,4678,4685,4036,4109,3907
ZNF629,2182,2292,2560,2643,2066,2184,1984,2651,3126,3529,3543,2996
TRADD,8,8,8,1,4,6,371,439,146,100,345,336
HSF4,3,2,5,4,0,0,38,47,20,25,97,122
CORO1A,651,437,821,562,393,410,274,328,679,961,200,179
MAPK3,1809,2069,1990,1800,2345,2107,2454,3066,1542,2397,3323,3726
GDPD3,25,67,19,44,34,29,47,42,39,92,104,123
ELMO3,304,332,391,287,307,189,30,41,71,78,62,47
MT4,0,0,0,0,0,0,0,0,0,0,0,0
PHKB,2266,2238,2134,2304,2473,2400,5228,5309,2933,4338,5532,4978
LYRM1,625,556,592,570,704,593,937,1027,853,921,1093,862
NUTF2,8462,8244,8166,7987,10464,9091,7691,8133,8646,8673,6431,5868
NUP93,7459,6939,7931,7909,10073,8104,3306,4328,4640,5622,5187,3784
CENPT,2145,2064,1826,2288,2573,2196,1707,1896,2987,2761,1939,1809
TSNAXIP1,48,66,43,60,48,58,23,52,57,156,70,72
NFAT5,1504,2132,1933,1168,843,1764,5877,7981,5553,3974,7312,5768
LONP2,2100,1858,1983,1918,2211,2130,4492,5166,4252,4080,5330,4708
N4BP1,3354,3252,2789,3068,2955,2936,2149,2569,2480,2497,1959,1666
CBLN1,282,270,221,242,212,253,48,455,841,3484,212,249
ARL2BP,1025,1025,826,1025,1232,1260,4517,5012,3550,3753,4188,4114
PLLP,188,254,285,182,295,230,183,178,103,90,182,151
ZNF423,3869,3780,3364,4191,3720,4113,564,804,1525,4073,1648,1239
CCL22,40,48,44,44,29,41,20,23,59,50,42,30
DHODH,874,894,882,885,894,953,374,512,628,542,343,310
CCL17,0,0,0,0,0,0,0,2,1,0,0,0
CTCF,6401,6268,5546,7617,6700,6718,2322,3004,3181,4137,3314,2582
ACD,1351,1200,1221,1221,1471,1284,513,665,874,1069,674,580
POLR2C,4220,4000,3565,4099,4780,4388,2938,3146,3163,3171,3261,3018
PARD6A,282,288,320,303,313,231,58,75,52,105,63,46
ZNF821,399,441,389,438,534,485,397,505,465,719,722,557
MMP15,1988,2035,2284,1985,2078,1860,425,507,1855,1507,1075,713
USB1,3583,3680,3411,3088,4156,4052,2922,3191,3203,2878,2883,2718
CYB5B,7668,7467,5693,7962,8059,7872,6502,8169,6343,6801,5393,4858
CCDC113,412,473,687,375,535,433,373,371,293,403,294,412
PRSS54,0,0,0,0,0,0,0,0,1,0,0,0
NME3,750,898,874,843,1046,846,455,451,254,178,740,654
NDRG4,714,651,951,640,738,754,1896,3178,2362,2352,2636,2513
PSMD7,7602,7548,7801,8138,9175,8495,6169,6758,5669,6426,5110,4760
SETD6,1423,1689,1502,1759,1597,1710,214,312,448,437,427,303
SLC38A7,1884,1885,1846,2153,1634,1727,1297,1567,2068,1758,1527,1312
VAC14,3055,2863,3350,3278,3337,3076,1698,2281,2190,2598,2026,1748
HAS3,5579,5715,3013,4488,4055,4477,126,135,58,101,111,97
TANGO6,1309,1160,919,1281,1314,1204,798,1127,822,849,907,906
COG4,2530,2404,2242,2426,2842,2621,2695,3236,2189,3054,3801,3209
SMPD3,38,44,49,46,40,57,32,36,58,64,73,70
SLC7A6OS,1364,1298,1238,1185,1210,1136,968,1165,1088,1206,1303,1058
SLC7A6,2253,2131,2703,1735,1948,2497,2981,2908,3881,2862,4327,3281
PLA2G15,490,482,542,543,616,568,2393,2674,1337,1237,2514,2677
ESRP2,2290,2064,2018,2169,1821,2037,20,20,6,10,14,28
FA2H,56,24,43,42,33,41,33,8,0,1,6,13
WDR59,2937,2888,2751,3021,2472,2761,2093,2034,2094,2292,2983,2211
MON1B,2302,2428,2176,2404,1652,2345,2434,2737,2349,2616,2373,2580
CMC2,1119,1069,1202,1189,1442,1253,1288,1452,1544,1827,1461,1064
AXIN1,2754,2842,2771,2627,2781,2625,1076,1344,1663,1756,1196,1107
HCFC1R1,1323,1347,1559,1257,1847,1446,1603,2473,950,1036,2051,2314
NPRL3,1646,1685,1606,1440,1592,1649,1311,1844,1719,1621,1665,1471
MLYCD,508,528,537,506,567,509,394,470,327,378,455,452
MPG,938,1037,1026,913,1266,1044,1799,2110,1141,1151,1710,1711
NECAB2,166,204,251,226,164,114,10,26,150,661,26,29
HSDL1,2269,2217,2223,2328,2434,2222,3214,2893,2611,3503,3927,2889
TAF1C,2569,3143,2452,2816,2756,3412,1426,1741,2298,2551,2281,2264
NAGPA,456,566,414,630,511,473,435,515,450,504,406,495
WFDC1,66,79,50,75,94,73,71,129,113,90,214,271
SEC14L5,483,435,394,529,249,279,24,26,19,22,79,44
COTL1,4165,3863,5252,3700,5260,4818,11853,13576,25037,22608,12781,12604
USP10,9997,9326,8024,10357,9797,9049,3841,3999,4558,5344,4137,3323
CRISPLD2,309,280,338,254,287,268,33,73,83,103,65,94
TSC2,3293,2924,2805,3555,3741,2981,3416,4060,4122,5115,4735,4464
ZNF500,460,540,586,606,544,574,420,519,574,617,523,523
NME4,9000,8799,9249,7618,11432,9542,4361,5008,6245,8004,4944,4356
ABCC1,3023,3144,3214,3111,2563,2811,2692,2393,2674,2159,2010,1793
NOMO3,0,13,10,11,0,0,9,0,0,16,0,0
LMF1,175,192,307,200,226,224,628,640,746,860,929,910
FOXF1,0,0,1,0,1,2,12,46,3,0,0,2
CIAO3,747,704,671,684,873,794,713,978,940,1093,1105,928
MTHFSD,181,193,203,162,207,201,239,346,312,390,485,414
CLCN7,2497,2583,2179,2501,2290,2175,1679,1792,2064,2488,2687,2467
HAGHL,345,312,490,267,307,225,195,196,232,122,155,178
ANTKMT,237,265,253,272,301,280,272,341,209,261,308,263
SLC7A5,11997,12185,17438,10580,9438,10587,17308,12307,43254,16153,4394,5093
METRN,199,188,328,193,234,163,728,949,993,1617,1020,916
FBXO31,721,742,713,797,606,678,1109,1244,1481,974,1234,1009
STUB1,2333,2049,2021,2287,2716,2016,2128,2749,2448,2660,2529,2192
RHBDL1,36,34,56,40,34,48,57,76,60,56,110,177
NUBP1,1065,1056,909,1163,1371,1205,710,1027,715,848,808,852
UBE2I,8168,9165,9300,9081,9329,9117,5647,6814,6299,8337,6258,5204
ZP2,5,10,8,3,5,14,5,6,5,4,11,20
MEFV,28,40,23,31,30,26,25,20,44,34,41,28
CRYM,343,382,460,368,424,365,361,370,7,52,771,1030
EEF2K,1578,1794,1427,1837,1214,1678,1120,1487,1469,1365,1294,1236
CAPN15,2983,3712,3490,3059,3568,3301,1259,1622,1704,1601,1766,1650
PIEZO1,2737,2958,2898,2440,2761,2483,6777,7516,10036,4370,6272,6367
GSPT1,13894,13833,13322,13533,14294,14230,8077,10165,11349,8460,7214,6738
ZNF174,646,516,619,608,705,662,468,526,441,519,493,432
CLUAP1,560,463,625,613,534,597,1102,1039,864,1138,915,930
UBFD1,7476,7759,6668,7490,6979,7937,5929,6907,6482,6321,6014,5797
PRSS33,3,2,5,1,0,0,22,74,5,5,45,28
EARS2,3701,3419,3760,3800,3876,3981,1474,1876,1474,2130,1511,1406
ELOB,4297,4371,4425,4957,5381,4367,4746,4894,4049,4745,4389,4400
GGA2,7105,7136,6710,6879,6450,7146,5488,6073,4536,6694,10913,7588
AQP8,0,0,0,0,0,1,0,1,0,0,0,0
CPPED1,702,674,642,683,930,943,2702,2329,1556,817,1657,1616
USP31,1160,1274,1294,1185,935,1171,738,939,1174,893,889,569
HMOX2,1902,1728,1483,1647,2163,1848,1999,1999,1769,1246,1470,1643
DNAJA3,0,0,0,0,91,0,0,0,0,0,0,0
CORO7-PAM16,0,0,53,0,0,0,192,458,20,12,31,27
SALL1,4397,4177,4587,4146,4562,5310,2521,5300,989,1080,2392,2211
TOX3,666,637,812,881,461,592,154,234,369,1017,155,144
RRN3P2,20,25,20,23,19,11,4,1,12,12,6,0
RBL2,1212,1209,1365,1094,1121,1110,2874,3251,2063,2575,3966,3198
QPRT,4629,5060,5312,5634,5399,5224,3302,4761,3077,6620,5421,5650
XYLT1,2675,2856,2608,2776,1978,2704,182,175,1219,1517,799,237
PYCARD,464,431,582,449,590,449,44,64,15,15,32,34
RPGRIP1L,781,868,956,776,860,943,813,1034,1004,971,845,759
MAZ,11364,11624,10152,11882,12978,11452,4175,6692,7256,9720,7730,5850
STX4,930,959,1042,985,1141,919,1229,1663,1114,933,1322,1266
CDIPT,2281,2378,2161,2350,2850,2470,2090,2390,2235,2034,2211,2346
BCKDK,2212,2170,2270,1839,2761,2301,2534,2698,2140,2130,2260,2439
KAT8,1528,1676,1871,1702,1707,1506,905,1130,1086,1562,1416,1245
NOMO1,0,0,0,35,89,11,20,10,7,45,41,29
IL21R,89,92,103,101,154,149,94,84,60,43,28,55
SYT17,273,301,286,270,305,255,26,85,81,341,74,96
TMC5,137,108,194,138,130,187,5,10,3,11,6,3
CCP110,1103,1435,993,1200,889,1027,1335,1820,1299,2015,2246,1389
VPS35L,2394,2379,2492,2170,2274,2343,3464,4038,2567,2829,3786,4030
SLC6A2,14,15,6,20,16,28,5,0,0,1,0,1
RNF40,3991,3804,3130,4250,4471,4055,4238,5544,5281,5515,5031,5054
KNOP1,6880,6382,6965,6814,7432,7293,1314,1861,2563,3765,1852,1556
AQP9,1,0,0,0,0,1,9,1,0,0,0,0
AAGAB,2819,2855,3001,2934,2986,2742,4186,4237,3050,4181,3834,3973
IQCH,32,48,35,23,38,42,65,115,79,90,133,166
LACTB,452,465,593,369,530,457,1379,1461,679,597,705,1003
CORO2B,325,329,348,286,374,417,3010,3262,3273,1879,2331,2242
CSK,2445,2177,2094,2433,2775,2573,2605,3048,3350,2862,2244,1955
HERC1,2197,2437,2025,2404,2602,2478,4349,4041,4456,7948,4847,4258
TRIP4,746,754,823,848,964,857,1624,1636,1352,1330,1270,1320
MTFMT,779,664,831,714,917,865,490,680,505,559,596,560
RASL12,440,425,422,297,660,712,23,15,10,82,336,213
AP3B2,554,558,604,492,672,720,25,67,90,171,86,110
ACSBG1,345,293,258,295,293,468,5,29,36,39,28,102
IGDCC4,1199,1154,1164,1056,1173,1160,2899,4013,2337,2936,5250,4910
RAB11A,7628,6458,7279,6952,8396,7335,7754,7753,5284,6576,6791,6878
CTSH,527,560,779,564,505,438,447,712,322,291,927,862
TTC23,805,720,801,655,706,702,1022,1372,797,1229,1722,1548
CD276,8929,8699,8420,7693,9465,9252,13301,15795,16242,16182,13718,12724
FAH,758,784,798,840,914,843,1907,2113,1187,1342,1956,2043
CEMIP,64,10,21,14,38,37,63,258,106,6,17,25
RPAP1,3677,3922,3700,3764,4150,3656,2164,2256,2664,2711,2227,2498
HOMER2,1181,1043,1262,1348,757,732,653,924,579,617,2921,1950
EHD4,2902,2840,2814,2483,2811,2859,6132,5852,5866,3060,4577,4130
TMEM87A,2169,2266,1973,2723,2805,2729,2493,2599,1831,1793,2785,2033
ZNF106,5213,5351,5607,4257,4303,6116,4204,5570,5383,5934,4613,4640
CEP152,1052,1089,1034,1065,947,1030,532,838,812,1170,992,632
ATP8B4,33,29,9,13,10,5,4,6,9,6,7,0
OCA2,15,18,15,13,27,29,60,64,30,16,48,93
DTWD1,1135,1049,1086,1060,1092,1055,828,927,912,863,852,683
TGM5,1,0,0,1,0,1,3,9,2,1,7,6
FAM189A1,2,12,2,1,6,7,19,2,50,2,32,0
GABPB1,2487,2558,2076,2548,2720,2734,1618,1680,1924,2288,1356,1261
TJP1,4223,4695,4391,4517,4332,5065,3806,3917,4089,5168,4580,3468
BMF,1153,1096,1490,1283,810,787,2592,3862,812,3386,10120,7550
DMXL2,893,1059,994,1100,824,867,2125,3190,2375,3755,4378,3576
SCG3,3657,3667,2846,4293,3923,3816,11,15,61,107,20,16
DNAJC17,686,676,716,703,846,764,502,662,649,671,626,494
EIF3J,4759,4738,4346,5089,5035,4980,3348,4201,4800,4384,3129,3041
SPG11,2367,2048,2055,2406,2375,1786,2579,3156,2516,4252,4185,4901
RHOV,85,91,104,104,96,81,12,7,5,17,10,6
VPS18,2189,2135,1883,2358,2351,2295,1503,1796,2149,1719,1538,1460
OIP5,1235,1325,1225,1396,1445,1254,182,282,207,563,349,199
SLC30A4,83,82,42,83,25,85,289,420,325,212,292,274
BLOC1S6,7276,8325,5903,8882,8153,10296,5749,7602,5691,5762,6845,5916
MYEF2,4121,3963,4966,3825,4688,4988,3209,4258,2329,4731,6435,4807
SGK3,536,405,419,535,374,558,517,641,393,317,608,524
PDGFRL,150,153,108,130,175,144,62,83,29,26,8,17
CSPP1,836,1040,860,1072,855,892,667,926,941,1023,718,608
ZDHHC2,1235,1313,1170,795,1128,1461,2235,2443,1229,1028,1790,1633
BRF2,675,751,647,836,800,770,759,872,782,758,729,789
TRIM35,1175,1135,1124,886,893,1030,740,696,1089,846,933,824
ZFAND1,1163,1095,1491,1276,1284,1371,1396,1277,936,1107,1250,1317
RP1,0,0,0,1,0,20,80,202,5,1,61,47
CA2,230,251,190,205,306,373,691,326,92,218,2856,3298
FZD3,2929,3057,3351,3097,3036,2383,853,1306,1953,4250,1067,1608
INTS9,1239,1161,1012,1034,1224,1165,780,917,735,1053,839,685
RIPK2,800,791,850,859,932,980,1116,1092,840,824,1009,844
EYA1,42,28,46,74,48,64,375,612,134,674,391,405
NBN,2860,3160,2962,3560,3007,3441,3393,3605,2531,2271,3048,2622
TRPA1,56,48,29,32,99,64,4,0,6,25,2,1
CPQ,71,58,75,39,94,66,1158,1247,535,550,1029,1226
DECR1,1080,1014,1086,1199,1383,1214,3159,3346,2056,2937,3244,3191
CALB1,6601,6577,9934,6311,5740,7405,28,15,200,116,45,22
BPNT2,2170,2375,2372,2265,2482,3034,9245,9992,8591,6362,7554,7128
SFRP1,29928,29198,32661,37910,22008,19773,35017,49101,12207,12192,20900,25517
LAPTM4B,21441,21553,20555,21579,21804,20016,7934,8320,9028,9911,8619,7507
UBE2W,851,841,951,962,944,918,1902,1950,1141,1006,1770,1692
POP1,1299,1236,1150,1244,1156,1249,1064,1207,1737,1196,853,884
NIPAL2,161,134,144,135,116,202,500,350,217,296,369,321
IKBKB,1205,1370,1385,1147,1185,1132,1887,2108,1107,1124,2515,2371
PLAT,459,480,295,330,951,970,8275,6905,2158,921,4391,4803
JPH1,1875,2172,1727,1339,1589,2051,130,312,312,386,84,144
DKK4,2,0,0,0,1,1,1,2,0,0,0,0
STK3,737,732,883,687,750,829,1278,1558,1316,1440,1868,1544
GDAP1,2360,2328,1984,2574,2064,2243,702,804,711,1008,567,396
RAB2A,2523,2363,2661,2416,2704,2635,5735,6023,4993,3917,4326,4637
EIF3E,20731,19490,21025,21202,21919,19600,12976,12933,10481,13026,14222,12600
EMC2,1275,1259,1249,1194,1375,1248,1748,1543,1172,1564,1375,1466
ESRP1,6258,6051,5816,7205,5098,5578,5,0,11,23,8,7
CCN4,4,0,0,0,0,0,10,92,136,15,24,17
NDRG1,76,101,142,56,104,104,4291,4992,3566,914,1648,1739
ZC2HC1A,444,458,386,455,385,613,827,844,740,830,631,508
IL7,3,0,2,5,2,3,7,3,0,0,3,0
STMN2,23,23,63,24,7,8,80,421,647,1058,37,88
ARMC1,2111,2171,2328,2149,2326,2234,1876,2044,1574,1719,1919,1506
TRPS1,291,362,323,270,252,322,760,1049,785,963,762,896
SPAG1,74,61,139,74,84,112,433,391,188,100,450,278
CHRAC1,1590,1689,1582,1753,1675,1828,1043,1269,965,1090,1176,962
NCALD,85,106,129,114,101,111,1199,2089,704,2303,4452,4417
SNX16,325,300,454,334,397,433,392,499,300,231,417,448
GML,0,0,0,0,0,0,0,0,0,0,0,0
UBR5,12545,13364,13357,15177,11447,11512,8461,9698,7544,9468,13121,9398
GFUS,68,103,28,125,135,100,30,42,96,57,91,45
EEF1D,11634,10954,10719,12334,16147,12619,7534,9567,8398,10961,8865,7890
ANXA13,16,16,19,15,13,18,10,15,16,24,35,12
SQLE,9140,9457,7888,12298,10375,9506,5909,6797,9562,9859,4627,5303
SH2D4A,477,428,380,286,469,483,531,870,238,38,169,215
INTS10,1798,1965,2105,1895,2479,2352,2249,2176,1926,2394,2408,2752
ERI1,1230,1235,1177,1463,1286,1558,1604,2112,1294,1086,1581,1317
SLC39A14,16631,16524,15548,14507,14297,15482,5379,4846,9407,6617,3140,3419
MTMR9,2658,3002,2835,2717,2180,2969,1745,2195,2750,1887,1744,1475
LEPROTL1,2635,2556,2893,2916,2765,2767,3291,3101,2919,2502,3131,2902
DCTN6,807,813,812,902,988,906,1445,1519,1059,989,1375,1294
R3HCC1,1034,1087,861,1024,1311,1196,1125,1475,1432,1717,1495,1276
GSR,4406,4473,5146,4259,4528,4400,2870,3295,2501,2863,3320,3026
TNFRSF10A,488,451,487,497,373,516,629,717,182,124,141,250
UBXN8,480,536,322,670,505,572,269,240,348,296,241,227
PPP2CB,3409,3285,3645,3227,3794,3547,5915,5889,7069,6342,5693,5051
ERICH1,1316,1385,1451,1445,1376,1336,628,857,815,826,865,656
NEFM,856,723,603,759,632,542,175,757,1869,11504,254,585
TUSC3,3013,2874,2582,2656,3247,3205,5781,6197,4646,6016,6148,6083
ARHGEF10,0,0,0,0,0,0,0,0,0,0,0,0
KLHDC4,1765,1806,1879,1978,1975,1830,790,1038,1034,1048,1195,860
MCM4,25327,27001,24128,25399,22175,27895,2186,4312,5982,8778,4724,2923
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0
KCTD9,1127,1191,1227,1240,1138,1359,2753,3792,2434,1974,2196,2243
FGL1,0,1,3,0,3,2,0,0,0,1,0,0
ASAH1,1740,1771,2135,1503,2026,1841,3821,3933,3260,3713,4626,4802
BNIP3L,2128,1958,2275,2085,2022,2272,8161,7348,4716,4529,5789,5691
MAN2B1,2254,2312,2641,2333,2697,2296,3231,4035,2296,3269,4265,3910
KCNN4,10,23,22,13,17,15,61,78,11,6,5,49
TULP2,13,15,36,27,8,5,8,10,1,0,3,0
NUCB1,4757,4791,4666,4695,5623,5589,7587,9546,8626,10736,9894,10586
DHDH,12,22,39,27,44,25,1,5,3,21,9,11
GYS1,2509,2545,2485,2475,2668,2840,3159,4010,3585,2400,2189,2196
CGB2,3,1,0,0,0,3,9,6,3,0,1,5
LHB,1,0,1,1,2,0,0,3,0,0,0,0
CGB3,0,0,3,0,0,0,6,5,0,0,0,0
TUBB4A,898,877,1348,1005,689,591,86,99,23,91,45,111
KCNA7,36,40,45,80,64,49,27,38,45,49,60,34
SNRNP70,10985,11331,11322,12252,13983,12021,5317,8060,7793,9755,10078,7988
CLPTM1,4372,4095,3724,4289,5338,4414,3717,4158,5119,4604,3744,3242
RELB,314,359,392,291,498,357,483,598,563,421,479,366
CLASRP,1269,1453,1426,1601,1797,1698,1078,1225,1533,1962,1622,1468
LIN7B,32,46,33,36,49,41,150,164,146,117,175,220
PPP1R37,1008,1159,1145,1120,1202,1168,1207,1535,1259,1241,1795,1625
FCGRT,521,519,646,599,660,611,2528,3007,1195,1468,3736,3857
PIH1D1,3370,3205,3451,3240,4295,3640,1539,1765,1551,2198,2035,1702
CKM,2,3,2,1,2,0,0,0,1,0,0,0
ARHGEF18,2283,2413,2427,2314,2055,2263,2572,3101,2205,2149,2248,2247
PPP1R13L,803,666,867,485,888,769,1504,1109,833,464,963,997
PEX11G,32,37,37,33,49,35,44,37,21,41,32,54
ERCC2,4759,4605,5050,4177,4800,4826,2540,3251,3404,4404,3035,3035
DOT1L,3487,3876,4815,3687,2969,3231,1750,2580,2956,4380,2757,2406
PLEKHJ1,3236,3220,3353,3303,4311,3566,2013,2370,2657,2936,2251,1997
SLC17A7,104,104,145,65,89,69,39,74,20,60,50,65
RNASEH2A,3009,2913,2874,2981,3849,3226,712,1121,1145,2154,1337,892
KLC3,120,104,173,87,135,110,17,39,33,31,25,33
CD37,12,18,8,14,11,19,3,5,11,16,13,8
SF3A2,4082,4408,4523,4402,4745,4718,2022,2704,3635,3659,2793,2487
AMH,238,346,339,488,412,406,157,214,477,672,456,361
DKKL1,59,43,55,43,52,35,27,23,47,113,69,42
LYL1,27,26,25,20,28,14,41,49,37,17,65,46
OAZ1,15535,14822,16701,15967,18498,15265,14639,14217,15061,14092,11117,11016
TRMT1,3950,4127,3253,4189,4225,3792,1142,1036,1996,1811,1140,1109
STX10,868,947,1099,1010,1045,880,741,1142,1008,1242,1102,996
RETN,1,0,1,0,0,0,0,0,0,0,0,0
FCER2,2,1,4,4,0,0,0,0,0,0,0,0
DMPK,1035,1202,941,1538,984,1020,1757,2716,3025,3363,3399,3539
CLEC4M,16,17,34,28,19,27,15,16,23,26,20,10
RSPH6A,0,3,3,0,1,1,0,2,0,2,2,1
TBC1D17,1326,1636,1371,1405,1667,1544,1108,1244,981,1091,1223,1273
IL4I1,8,10,13,3,6,8,7,10,18,5,4,7
TLE6,48,46,26,18,46,56,10,7,4,9,10,9
CCDC130,504,526,491,603,583,580,790,903,1002,1148,1193,1086
PTOV1,5056,4993,5130,5612,6580,5442,4649,6100,5817,10063,8167,6774
TLE5,6358,6715,7014,6320,7654,7226,6242,7902,4083,3634,5676,5437
NOVA2,1300,1253,1652,1269,812,824,450,440,688,933,1227,992
SGTA,5494,5664,4908,5441,6428,5710,3018,3714,4134,4400,3777,3672
KIR3DX1,8,53,65,2,33,39,4,20,31,37,55,19
LILRB1,0,0,0,0,0,0,3,0,0,3,0,7
MED25,2145,2273,2305,2344,2439,2291,1792,2175,1690,2253,2202,1804
SNAPC2,634,609,738,566,807,713,657,843,878,758,697,764
C19orf53,2992,2947,2729,3207,3560,3004,2248,2560,2313,2430,2366,2479
TIMM44,3386,3494,3285,3601,3832,3561,1258,1365,2248,2293,1363,1003
CCDC61,268,241,260,213,276,232,190,223,121,250,246,214
IL27RA,774,777,765,598,906,770,933,1259,763,721,1203,1207
ASF1B,1638,1683,1701,1781,2027,1822,476,952,930,1890,1166,750
TNNT1,2363,2254,2585,2211,3173,2574,1001,1829,72,109,1376,1977
VRK3,1017,1069,1154,940,1046,969,1357,1477,1083,1265,1572,1373
FAM32A,3925,3816,3472,4465,4635,4095,3516,4307,3703,3875,4247,3737
PPP6R1,4594,5045,4460,4619,5058,5123,5274,6406,4722,4341,6136,5763
C19orf44,300,318,242,265,271,236,272,404,323,384,352,410
MED26,558,609,552,676,684,708,430,454,425,369,297,434
OLFM2,1999,2010,2513,2304,1580,1566,1169,1000,1794,2328,1204,1504
RASAL3,10,7,22,22,23,7,3,7,5,2,15,4
AKAP8,2013,2184,2059,2511,2262,2088,1158,1549,1736,1663,1551,1335
EPHX3,976,1032,932,899,767,813,1,1,4,4,9,5
ILVBL,1786,1799,1684,1816,2157,1990,1510,1711,1868,2263,2294,2250
ZNF419,601,643,707,875,738,750,780,819,830,938,885,883
SYDE1,676,698,730,509,1005,1244,3092,3381,3424,2050,2727,2864
CASP14,2,11,8,16,16,7,11,9,3,18,10,3
SLC1A6,589,625,571,698,415,412,15,20,57,214,36,28
AURKC,75,109,99,67,86,63,48,23,24,23,21,21
POP4,936,988,880,1032,1114,1006,1363,1448,1024,1100,1097,1177
CCNE1,2689,2445,2499,2568,2681,2436,293,385,420,649,420,298
URI1,3635,3672,3640,3662,3847,3685,2641,2691,2976,2894,2881,2368
PDCD5,2443,2524,2310,2735,3121,2550,2771,2982,3164,2989,2148,1954
ANKRD27,2693,2807,3201,2344,2413,2357,1677,1690,1615,1646,1373,1570
RPS16,28474,27373,26418,29525,36287,30599,18733,18942,16157,20019,18142,17620
TIMM50,5018,4888,4883,5178,5862,5255,2584,2564,3277,3169,2287,1926
LGALS13,0,0,1,0,1,0,0,0,0,0,0,0
CLC,5,4,7,6,3,4,0,0,6,1,0,0
CCNP,3,0,0,2,3,0,4,2,11,8,5,3
GPI,17711,17196,15860,16965,17073,17327,11283,12627,9784,7576,7690,7686
AKT2,5824,5771,4389,5574,5260,5817,3667,5456,4591,5342,6655,6015
PLD3,7257,7347,6896,7461,7599,7357,21548,26233,18272,20675,30966,32035
PRX,390,387,579,357,490,319,150,276,230,426,477,449
PIAS4,1793,2165,1530,2109,1441,1935,1165,1342,1185,955,972,1059
NUMBL,831,882,985,927,782,781,1539,1954,2205,1405,1268,1373
EBI3,28,21,21,8,15,22,895,827,341,156,470,595
YJU2,1189,1197,1082,1424,1513,1384,501,614,599,618,619,591
SHD,67,68,60,55,39,85,5,43,12,15,11,3
TBCB,2855,2858,2670,3040,3700,3116,4076,4615,3978,4028,3636,3628
FSD1,2000,1921,2045,1828,1865,1863,766,1158,1333,1437,840,924
POLR2I,1637,1714,1781,1892,2266,1700,751,927,795,1152,945,771
OVOL3,1,3,1,1,1,3,0,0,1,0,0,0
CLIP3,789,803,766,996,757,666,3441,3958,2084,3002,4370,4590
ZFR2,608,660,613,625,690,633,133,76,163,266,110,120
SLC1A5,13209,12790,14431,14256,12043,10899,7093,5759,15215,10556,3139,3080
PRKD2,2051,1819,1810,1669,2186,1858,1603,1766,1111,1551,2021,2221
TJP3,216,244,352,328,254,245,31,40,1,18,125,167
APLP1,1091,1005,1364,1155,1063,874,2352,2964,3358,6568,4985,4335
CACTIN,1545,1709,1711,1916,1791,1937,962,1419,1467,1591,1259,1154
CCDC9,779,941,889,835,945,804,758,1096,1153,941,951,854
HNRNPUL1,19083,17651,17495,18124,19030,20361,10181,15229,14036,15120,13860,11815
FZR1,1499,1685,1448,1508,1377,1506,2423,3270,2340,2652,2452,2244
BBC3,296,296,284,337,400,339,400,550,683,879,636,438
