gene_name,hESC_Control_1,hESC_Control_2,hESC_RB1_null_1,hESC_RB1_null_2,hESC_RB1_null_3,teratoma_Control_1,teratoma_Control_2,teratoma_RB1_null_1,teratoma_RB1_null_2,teratoma_RB1_null_3
BCLAF1,6287,5863,8721,8609,7608,3255,3841,7918,7162,10148
SLC39A9,892,1012,993,1406,1137,1523,2145,2672,2554,4107
ANK1,217,219,267,293,408,120,505,239,316,513
IBSP,0,0,0,0,0,1,2,8,1,14
TFB1M,248,269,349,475,296,137,161,159,136,299
RABEP1,2295,1562,2291,2725,2182,1537,1788,3297,4479,4267
HMGB3,4498,4365,6424,7632,6492,1211,2816,5124,4538,6047
NUP160,3292,2870,4751,5173,4406,1084,1366,2049,2857,3902
BAK1,822,941,1313,1372,1787,465,604,567,439,1573
MUSK,0,1,3,0,0,5,23,35,22,52
IKZF2,77,101,161,137,102,508,171,143,420,630
GRN,2768,2311,3072,2925,4119,6376,4878,4820,2061,12634
FAM13B,1026,595,899,553,738,554,806,1283,2286,1725
ARHGAP31,294,234,124,221,375,318,417,805,377,1157
CENPQ,327,335,595,584,477,137,166,323,358,326
SARS,3171,2528,2984,3309,3703,3030,3084,3873,4402,6874
RANBP3,1341,1477,1741,2191,1855,1486,1506,1968,2375,4090
ARID4A,193,188,380,370,179,251,447,650,1555,917
TSSC1,448,395,594,557,654,488,515,681,895,1188
PNPLA6,1807,1495,1834,2043,2755,1167,1175,1088,1661,3504
IFT88,108,101,241,200,119,336,371,452,538,636
ALG1,668,640,1029,907,1246,486,820,814,498,1823
ZCCHC8,553,518,816,874,549,380,476,541,828,1126
ABCF2,2010,1739,1828,2107,2546,1027,1296,1330,1640,2798
CHPF2,1366,1824,555,891,1222,1250,731,1267,952,4407
LRRC7,20,35,108,43,24,43,42,132,509,60
FUT8,969,1181,1721,1487,934,1073,1087,1546,1503,2724
UBA6,1499,1646,1708,2285,1947,523,470,729,1846,1942
GAB2,573,491,686,428,627,849,669,1756,2287,2480
ATP6V0A1,1524,809,1077,1062,1096,1033,1076,1881,2955,3052
PIAS1,869,852,1593,1542,1051,906,992,1453,1973,3024
SLC4A7,1220,957,886,1595,1244,224,314,662,1095,833
APBA2,171,134,233,277,312,454,333,1274,2011,721
MAP2K3,924,828,675,945,1245,812,895,628,456,1590
EFCAB1,9,9,14,26,12,372,415,166,184,179
TMSB10,10656,11612,9581,13082,15174,21467,22176,30405,24072,44430
ASTE1,133,124,203,216,169,175,303,186,242,415
RNF19A,606,571,535,716,494,724,910,1456,1152,2069
PEX3,274,248,313,419,365,226,213,294,364,463
GABARAPL2,1006,710,784,1006,856,1415,1370,2019,2656,2482
MYOC,0,0,0,0,0,0,12,30,0,13
SH3YL1,251,146,356,277,355,1575,1164,828,688,2370
FAM136A,1764,1607,2168,2536,2858,960,1289,1226,858,2538
VCL,16541,13071,14234,15204,28932,3160,4167,7517,2942,13252
DEPDC1B,928,869,1688,1852,1233,176,502,582,802,1259
DAPK2,151,125,63,98,91,74,208,89,56,322
NSMAF,629,665,975,1010,1029,511,678,903,612,1378
ADSS,2381,1771,2345,2812,2974,1316,1267,1622,1870,2916
STAP1,0,0,0,2,0,10,8,6,0,14
TIMP2,3334,2644,2352,2043,3079,7453,8968,18270,11525,17021
RFC1,1628,1536,3237,2821,2346,1379,1755,2861,2365,4347
TBC1D23,1314,1330,1200,2087,1752,710,804,935,971,1496
CUL3,3113,2552,2522,3294,3215,2843,3318,3454,3733,5465
MYOM2,15,5,4,4,8,32,17,45,54,37
OTC,0,0,5,0,1,81,441,93,5,1057
CYP46A1,44,34,51,109,36,44,60,191,364,146
ZZZ3,1059,973,1397,1560,1385,861,1104,1327,1628,2286
SLC18A1,0,0,1,0,0,58,109,110,49,277
USP2,98,95,183,153,160,146,259,149,212,242
CASR,0,0,0,0,0,18,3,2,4,128
TUBG2,181,154,213,204,111,358,277,471,605,690
RPL26L1,421,434,569,666,575,463,515,644,667,926
FLT4,174,158,327,381,218,37,64,349,126,468
NSUN2,2522,2191,3334,3221,3546,1034,1004,1340,1298,2529
FBXO42,490,499,893,772,837,671,659,929,1692,1705
MFAP3,377,420,546,796,520,273,424,712,1068,1295
MRI1,252,244,285,435,423,138,201,243,355,507
METTL1,324,315,501,478,486,260,291,317,159,604
HOXC8,117,87,21,47,81,174,154,372,81,924
AGA,180,137,184,193,222,248,287,317,221,489
PI4K2B,310,374,799,571,525,599,676,736,396,1540
BOD1L1,1639,1413,2065,1856,2032,1212,1021,1917,2729,3056
MAT2B,979,867,1354,1514,1267,1216,1516,1586,1723,2957
TLL1,189,103,85,34,152,150,93,191,225,178
EDC4,1499,1444,2775,2263,1884,1560,1400,1928,2056,3824
TRIO,1855,1529,2241,1802,1682,1544,1489,3557,6679,3780
VCAN,13914,17291,16620,19608,21554,11590,16938,31525,20401,63428
CLEC16A,693,488,503,631,884,636,476,728,1144,1477
MSR1,10,6,20,36,11,25,93,117,13,166
CDH1,6123,3285,11017,6214,8329,10329,7584,4481,909,19912
SKIV2L2,2559,2487,3348,4193,3332,1091,1389,1887,2106,3304
DNAH5,49,22,51,81,78,98,66,31,57,88
ZFYVE16,810,625,745,687,334,649,1022,923,1092,1529
RIPOR1,950,625,582,403,634,789,407,1379,1638,2480
C6,0,0,5,0,0,265,377,151,3,1107
RAI14,3075,2536,3356,3459,4273,1236,1537,2649,2462,4470
SOX30,11,10,1,15,8,4,11,9,15,40
PNKP,422,516,1035,874,428,398,515,493,567,1079
BEST2,16,10,33,20,25,14,32,11,8,10
PHLPP2,421,368,776,659,414,195,232,461,840,818
SPDL1,1081,1043,1996,1999,1431,332,555,802,876,1332
STAU2,1253,1355,1562,2184,1372,748,1137,1662,2196,1938
PQLC2,278,282,382,356,360,292,355,431,521,1131
CTNS,346,338,380,474,571,283,349,371,347,816
RTN4R,331,352,367,547,549,239,367,501,887,699
PHF23,1487,1190,1512,1558,1288,1027,1132,1021,1204,2785
CDH10,21,18,48,14,8,129,83,132,237,260
INPP4A,909,1090,1573,1587,745,313,467,941,1952,1119
RAB27B,83,12,46,26,29,286,262,448,147,545
PSMA4,3687,3021,3830,4975,4471,2591,3768,4280,3273,6196
MYO16,12,0,3,0,11,33,33,111,341,36
LSG1,1501,1291,2237,1780,1896,621,712,1021,1192,1906
PARP3,66,49,55,56,45,144,163,203,185,452
TNC,29827,21791,2526,10035,19177,2753,2445,4456,3306,20334
THAP3,151,130,162,188,168,205,276,286,464,554
RIPOR3,52,39,84,37,22,73,31,70,28,168
TDP1,1053,936,1351,1580,1570,449,562,738,782,1465
AIFM2,367,359,251,289,490,135,201,182,140,429
C2orf83,1,1,0,3,1,1,1,4,3,6
SPATA7,95,140,198,142,125,329,450,379,522,659
MED17,629,518,688,923,561,428,563,753,1381,1144
RETSAT,356,357,385,427,517,661,870,521,369,1246
CAPG,2624,2051,1442,1690,2716,3301,1795,1748,637,4309
AP2S1,1986,1647,1816,2209,2541,2346,2350,2845,1622,4967
USH2A,48,3,27,11,6,5,29,5,7,12
ZPBP,2,0,0,0,1,0,0,0,0,0
TG,0,8,6,2,0,26,19,42,29,47
ADAM28,10,10,58,12,11,83,286,373,17,632
BARX2,1,1,4,4,6,554,291,59,57,449
DCUN1D1,1670,1215,1369,1485,1504,789,1039,1087,1125,1484
JADE2,1000,1122,1376,1535,2747,649,769,462,271,1526
ZIC2,1822,1614,3064,2946,1095,247,537,1240,6398,632
LCP2,5,4,4,9,18,137,58,83,13,168
TRIT1,570,428,647,748,495,540,376,394,584,678
ADRB1,4,5,2,2,1,60,51,29,8,50
GUCA2B,0,0,0,0,0,17,30,5,0,27
CUL7,519,613,1026,843,630,2289,1874,2037,2182,5934
CTNNA1,11979,9674,12028,13608,13367,9699,9311,10902,9256,21145
PHKA2,768,876,1925,1503,1124,1671,1543,1806,1652,4820
CNTLN,508,451,753,790,658,269,384,816,925,841
EPHA3,42,27,15,16,71,216,522,1054,2425,903
HSPA5,19215,17432,14901,20075,25777,14665,14384,17054,10697,38019
DSG2,6048,5919,7443,9461,8470,6049,4134,3702,2086,15867
GEMIN8,313,314,440,614,431,288,425,416,480,901
OFD1,708,572,1421,1107,882,804,737,1065,1070,1623
GPM6B,3612,3458,5401,6532,5336,1142,1997,7860,12929,4148
MAGEC2,0,0,0,1,0,0,0,0,0,0
PREX2,710,779,1214,2100,1399,30,80,217,454,500
WDR37,261,264,514,400,327,383,476,759,1327,911
YTHDC2,992,721,1401,1428,1159,423,556,1053,1520,1434
CTPS2,1939,1494,3157,2640,2357,1555,1953,2561,2529,4344
ATP6V1H,1547,1176,825,879,1147,857,819,962,1352,1761
POLR2B,3137,3092,4483,4764,3509,1838,2140,3303,4551,4863
FAM214A,345,255,180,234,212,322,349,513,879,648
ARAP2,134,60,34,29,64,400,109,96,115,374
TPR,4755,3886,5963,6318,3565,2853,2662,3549,4669,8116
CP,639,315,163,133,263,1674,720,282,595,258
KIAA0556,346,287,408,511,549,456,323,376,703,811
DTNBP1,194,167,218,260,210,394,409,521,472,939
XK,46,62,120,121,121,271,297,493,224,581
ANO2,56,36,60,38,43,27,34,71,58,34
C12orf4,355,225,409,469,396,239,229,536,511,736
SCML1,38,37,74,44,59,72,96,257,293,290
WWC3,1136,1607,1936,2262,2490,1558,1147,1881,2055,3549
ARHGAP6,207,126,97,110,112,279,463,544,181,897
FAM184B,12,4,19,14,14,33,22,58,205,44
MAP4,7357,7376,8280,9156,12009,6379,6509,12851,15087,19789
GOPC,758,745,1050,1254,844,1012,1076,1431,1945,2349
ROS1,0,0,0,0,0,7,35,16,0,74
USP28,2498,2090,2954,4253,3423,507,635,516,871,1450
HDAC9,307,295,434,288,581,168,416,551,2244,514
TSPAN17,1263,1179,1594,1758,1933,1041,1542,1525,1371,2746
NOP16,784,691,862,1001,1119,318,353,338,335,782
CC2D2A,201,305,339,474,434,947,860,771,815,1129
RRM2B,1551,1277,1254,2285,2549,561,647,789,838,1271
ZNF800,179,184,166,184,113,319,305,417,569,830
TNFRSF17,1,0,0,0,0,0,0,0,0,1
SNX29,307,222,468,347,345,676,425,931,1395,1358
LMO3,25,34,9,23,64,199,213,1070,2460,819
MRPS10,908,821,1035,1412,1290,669,970,1332,949,1852
GUCA1A,140,133,373,259,111,105,87,150,220,505
RSF1,2054,1622,3303,2931,2193,964,1122,1744,3343,3201
VPS13D,1445,743,1006,1036,1220,1149,946,1562,2129,3988
CELF2,1506,1354,1922,1599,1991,1134,1493,2735,6276,3975
FAM120A,3657,2532,1890,2493,3341,2531,3065,2777,2023,6169
R3HDM1,1492,1525,1924,1988,1861,538,808,1339,2168,1984
COL9A2,220,339,251,172,78,3298,1240,789,1116,983
KITLG,1003,1479,1099,1586,1504,452,775,1600,3624,1618
ERCC8,252,226,402,376,388,184,259,431,453,510
ADAMTS6,169,89,63,21,130,89,59,93,306,433
H6PD,410,546,781,831,533,3100,3015,3684,2355,9341
VAMP3,863,865,1256,1247,1031,1968,1833,2146,944,4338
PER3,313,102,175,191,96,258,144,318,501,418
UTS2,3,1,1,2,0,0,4,0,2,0
TNFRSF9,11,22,11,8,20,39,50,16,10,81
EPN3,38,17,50,40,19,521,145,97,52,759
LTBP1,2643,2276,3105,1815,2451,1616,3204,4720,2723,5511
RCN1,4252,4323,4423,5183,6388,6497,6368,9554,6228,16938
ELN,64,42,118,137,66,4085,6063,8496,4060,5116
RFC2,1425,1254,2109,2259,2326,606,1065,1591,1114,2356
ARID1B,1700,1727,2861,2510,2012,2144,1835,2729,3185,4770
CLPTM1L,1839,1611,1730,2169,1896,1465,1927,1954,1662,3840
NEDD4L,2165,1747,2439,2360,3199,2481,2301,2711,3985,4401
FOXP3,13,15,14,13,21,7,4,13,17,15
PPP1R3F,73,115,165,85,111,180,198,232,396,364
HEXB,867,706,1137,1246,998,1427,1886,1877,691,3342
PTCD2,398,387,358,486,437,250,286,276,339,550
KIAA2022,78,20,20,40,21,111,189,548,1472,231
JKAMP,692,569,841,807,770,405,527,804,810,1151
DKK3,530,695,929,739,653,1709,2361,2774,4266,3264
ARHGEF5,707,596,805,1064,1170,1288,932,689,329,2231
NFE2L3,1541,1340,1298,2050,2212,273,764,347,297,1001
MCUR1,1072,797,1256,1579,1312,910,836,1467,987,1726
LIMA1,1200,828,1151,1309,1715,2374,3631,2839,1355,5841
LETMD1,291,268,625,499,351,1137,1172,1330,1252,2394
SLC4A8,645,484,1351,1086,524,277,401,1192,3021,1815
LAMC3,494,500,357,677,669,2275,1200,3618,554,7285
PTGER3,9,9,23,32,10,59,70,330,351,222
TNIP3,6,6,5,4,2,12,5,6,13,17
MAPK9,1349,1128,1424,1570,1504,707,810,1371,1292,1974
COL23A1,122,172,170,194,90,251,227,479,322,689
BCAR1,1439,1682,1619,2082,3896,1577,1350,2063,2117,5126
FAM160A2,493,504,808,623,348,449,523,553,713,1117
HERPUD1,360,333,450,347,393,1065,885,976,1175,2186
HOMER3,298,271,439,353,354,623,707,808,863,1760
RAD51,815,870,1178,1197,1331,158,342,529,354,755
POLQ,387,483,862,816,512,77,71,143,248,405
PIK3CB,811,645,876,1139,1103,503,699,590,691,1235
CYBA,647,849,982,964,1045,1755,2094,1856,557,4559
THOC3,1148,1005,1540,1843,1385,1004,1065,915,1104,1882
HEBP2,709,676,576,1192,1251,1682,1296,1373,688,1578
MPHOSPH9,659,667,806,1292,780,235,269,473,669,903
PLEKHA5,1196,1026,2285,2141,1272,978,1279,1792,2304,2179
PRSS8,940,1041,1467,1587,1670,2883,3269,1246,290,5685
SIKE1,1280,1361,1869,2168,1538,484,795,826,1456,2177
RRP12,1689,1534,1794,2044,2655,890,623,728,985,1798
FNIP2,350,289,570,549,476,692,634,1160,1620,2011
MSMO1,1458,1916,2402,3563,1763,940,1982,1496,2570,2628
TTC17,826,854,2169,1486,1050,1276,1158,1899,1808,2967
ALX4,7,3,4,0,5,100,101,216,115,340
FSTL4,121,134,107,179,184,114,52,84,108,125
FOXN3,3066,2543,4397,4514,5473,1511,1610,2519,3714,4266
METTL24,1,6,4,2,11,23,49,73,19,204
AKR7A2,523,502,614,798,922,1344,1763,1517,1246,2975
MRTO4,1588,1344,1581,2054,2680,995,1026,1326,1341,2757
NNAT,538,622,1199,974,927,6297,7672,23498,53411,17171
USE1,78,80,142,146,153,449,459,474,463,876
MCF2L2,135,173,163,226,126,36,25,65,122,127
NRIP2,12,18,56,39,18,34,59,115,75,167
LAMA3,59,35,36,41,84,2190,533,373,178,750
AP5M1,890,925,1521,1464,1274,631,972,1022,1175,1498
ANAPC4,1063,670,1283,1007,806,383,541,585,763,725
KCNQ1,12,20,56,55,17,200,337,288,82,448
TRAPPC3,680,566,691,790,783,980,926,1074,1197,1738
THRAP3,5477,5473,8007,8327,6921,3285,3951,5381,5443,9267
PHPT1,519,653,870,1054,876,1846,2337,2475,2221,4397
ENTPD2,45,31,28,17,42,261,175,321,48,128
LY75,107,92,112,127,140,260,227,101,6,361
ARID4B,721,685,1293,1217,590,668,877,1327,2211,1965
OPN3,176,264,199,585,243,513,428,539,397,1394
SDCCAG8,318,31,35,104,127,408,216,273,302,639
PTPRN,832,872,322,559,1209,226,141,436,1070,1346
HHAT,34,32,24,21,29,109,141,125,92,293
KIF1B,3390,3565,4695,5346,4475,2356,2945,6769,16736,9260
FOXC1,47,39,14,29,31,432,142,192,388,275
TBC1D22A,405,424,576,569,639,862,673,657,508,1880
SYNE2,1805,1973,3252,3153,2492,2375,1736,3695,7342,5039
PLEKHH1,483,401,1002,581,487,495,416,480,474,1486
ATP9A,622,688,997,832,1032,2675,2876,7172,11930,7159
SPO11,0,1,0,0,0,0,0,0,0,0
CBLN4,0,0,0,0,1,9,0,0,0,0
CHRDL2,5,9,5,6,4,261,205,671,33,578
FAM168A,910,932,1416,1199,1194,1650,1788,3864,6718,4919
RELT,126,120,196,195,206,64,87,202,327,284
GALC,317,454,661,508,443,1164,1368,1600,1487,2892
NOP58,2937,2301,4164,3678,3694,1029,1382,1601,1443,3010
SZRD1,2797,2705,2835,3716,5213,2806,3456,4134,3431,8786
KCNH2,172,204,289,403,212,588,626,1641,1550,2186
CUL1,2153,2148,2943,3159,3031,1690,1855,2553,3054,4249
FAM114A2,314,389,408,615,492,330,485,547,520,925
CYFIP2,1530,1427,1757,2347,2981,1510,1573,2552,5010,4481
TAB2,1873,1780,2336,2658,2617,2547,2456,3185,3076,5327
GINM1,431,342,539,546,531,829,868,1128,925,1609
EIF2AK2,1512,1307,1929,2327,2160,997,969,1558,1777,3014
USP36,1320,935,1456,1357,1288,828,668,878,927,2008
KMT2C,1015,751,1430,1277,1048,1287,985,1683,3761,3284
MCOLN3,56,48,171,41,44,45,112,119,6,369
CCDC85A,1,3,7,0,0,52,53,83,305,61
PUM2,4272,2822,3583,4208,3494,2234,2586,3719,5633,6416
MRPL43,715,742,940,1146,1108,1243,1375,1385,1437,2776
ITIH4,11,7,31,18,6,19,4,9,18,53
ITIH1,0,0,3,0,0,2,6,3,6,109
HPF1,525,426,616,797,623,491,666,1028,925,1089
ZFR,3036,2553,3390,3494,2999,2047,2654,3383,5187,5046
ZNF280C,154,158,390,475,116,59,96,104,405,190
NPFFR2,59,47,64,92,100,28,19,47,11,168
PHF21B,172,258,416,379,215,194,123,872,2202,542
TRAF1,47,50,103,96,31,123,92,96,136,239
RC3H2,1404,1393,1935,1894,1556,1211,1129,1975,3309,3530
KIFC1,0,0,0,0,0,0,0,0,0,0
IL17RB,63,40,148,98,61,100,187,203,162,306
TRAF3IP2,409,238,274,297,386,918,787,583,223,1373
GYG2,1722,1798,2845,2749,2688,1037,1683,1928,1126,4792
DCBLD2,1822,1615,2638,2679,2265,1042,1110,2209,3581,2729
SERPINB3,15,0,11,3,21,363,113,0,0,0
SOAT1,485,478,1134,678,189,541,470,923,501,1221
PKP2,1061,1206,1266,1118,1668,1439,1410,1121,698,4152
MSH4,1,1,2,3,0,0,4,0,1,4
F7,11,14,39,20,6,129,199,186,41,397
GDI2,8933,7928,10802,12986,12215,8981,10051,14571,9399,21737
PRDM1,265,331,171,300,189,255,637,366,66,1036
ATG5,965,825,1149,1236,991,720,775,653,531,1444
TMCC3,111,63,126,104,279,350,247,412,352,1292
PITHD1,939,870,1441,1333,1273,1071,1013,1520,2024,2023
MTA3,2533,2405,7134,4995,2412,971,1257,1427,963,2506
USP13,863,901,1124,1332,1402,416,919,813,857,2276
ATP11B,835,664,643,917,1014,1047,938,1293,1350,2290
LAMC2,1139,800,444,800,1662,4345,1535,1292,288,4091
CDK14,754,488,525,772,1208,576,1101,1750,2156,1925
SEC61A1,6132,6235,5778,7286,9844,8808,8746,11794,7963,24630
PPP1R12A,2220,2000,3072,3170,2341,837,970,1721,1993,2964
RASGRF1,7,7,33,7,4,42,21,74,206,120
CAMK2B,25,18,10,2,23,98,455,250,660,369
CROCC,741,798,1532,1143,762,951,877,1030,1952,2185
POLR3E,1015,1108,1697,1805,1640,566,692,619,793,1385
ATP2B4,1142,1208,1606,1796,1199,5729,3293,6936,6287,11000
ZC3H11A,1941,1741,3274,3006,1673,2296,2958,3683,4351,5144
RIOK2,1107,983,1409,1423,1246,498,648,853,743,1195
YIPF1,569,470,523,668,711,578,647,772,811,1513
NDC1,2051,1880,3187,3434,2893,888,1357,1703,1954,2929
DGKG,19,8,1,22,16,19,39,49,43,111
FLYWCH1,403,548,610,663,665,531,564,824,1483,1636
UNKL,242,345,475,475,347,180,178,245,476,679
TBXAS1,10,8,39,15,12,27,35,87,42,160
PARP12,194,190,309,261,284,79,213,177,42,346
ALDH18A1,2719,2786,3332,3643,4234,2999,3785,3858,3313,9519
TARBP1,387,397,1105,703,387,228,243,288,787,508
GATB,410,331,505,522,584,469,430,549,520,931
MXD1,45,43,82,62,78,206,184,223,529,378
CDK17,698,532,720,795,849,465,469,1064,1815,1263
DNAJC25,163,179,281,196,255,244,236,302,253,583
SLC2A3,20882,23077,16627,17818,17293,7417,2195,961,4648,18770
PSD,98,80,196,82,116,665,1157,1791,1629,2605
CTDP1,873,814,1190,1172,1379,435,444,527,853,1256
YBX3,4899,3651,4269,6068,8142,5403,3809,2713,1265,6857
STYK1,31,29,72,50,56,108,25,42,31,59
WNK1,8370,5224,5600,5979,7741,3023,3008,3787,5039,10143
CCAR1,3067,2600,3939,4256,2926,1430,1742,2375,2235,2910
OGFR,721,599,705,889,976,1331,1293,1251,1399,2863
GNA15,4,4,15,4,6,323,73,62,11,126
CREB3L3,3,5,77,5,13,258,513,182,4,1350
PIGV,113,115,189,251,179,380,348,239,280,580
PTPRU,669,712,1686,1055,992,1760,1366,1197,1690,3070
SNRNP40,1550,1379,2054,2239,1715,929,1243,1557,1337,2181
RIMBP2,9,10,0,19,14,106,153,283,555,489
COL11A1,513,357,547,396,1271,5158,640,3261,4281,937
QSER1,3357,3169,6370,6087,3651,1052,1462,2337,3315,3214
MPC1,142,110,164,137,198,394,776,620,616,921
ACAA1,631,554,693,688,730,1035,1319,1155,753,3185
BCAT1,5786,6863,8182,9908,13975,2162,1597,4242,5010,8718
HDAC7,1308,1585,1700,1934,2265,1132,1100,1451,1512,2983
LZTS1,315,401,327,602,442,359,450,1553,2465,2226
PRDM6,4,3,6,1,14,221,356,487,148,1144
WNT8A,20,24,8,62,42,1,2,1,2,0
SPAG4,17,7,26,16,9,154,19,33,87,225
NCKAP1,5813,5051,5953,7382,6268,3879,4307,6913,7272,9960
MRPS35,909,735,1058,1217,1434,1076,1445,1636,1463,2426
GUCY1B3,49,40,47,47,24,239,297,792,765,784
SFSWAP,715,681,1015,1011,785,654,518,881,1260,1576
TNK2,672,647,867,878,1020,632,568,617,982,1550
MON2,620,607,830,814,520,748,721,1115,1331,1737
CDH3,2084,1539,3037,2522,3470,4597,1628,1373,1645,11517
ARSF,1,3,3,0,2,6,5,24,31,5
GPBP1,2472,2136,3311,3287,2492,2064,2340,2958,3613,4086
DGAT2,57,126,172,96,44,463,882,316,100,1640
ZNF112,106,88,151,199,81,164,193,266,466,482
CS,3876,3535,4511,5111,5741,3428,4134,6463,6000,10505
LTK,4,8,14,3,8,35,26,42,1,82
MRPS24,782,745,790,1235,1194,1211,1311,1175,1086,2156
ELMO2,1250,921,929,1063,805,738,847,1125,1732,1752
WAPL,2337,2114,2814,3478,2765,1502,1499,2025,2163,4080
VMP1,1921,1536,1810,1967,2160,944,1512,1664,1320,3611
APPBP2,706,607,562,811,755,847,967,1541,1984,2836
POLD1,1269,1551,2902,2922,2526,706,859,1110,1338,2895
SEZ6,97,32,96,23,20,143,115,953,2457,448
EIF4B,11855,11533,18989,18425,15393,12564,16744,15959,16609,33750
SLC6A16,4,4,12,11,7,26,8,29,31,51
BICRA,434,543,685,805,867,394,197,433,1120,1088
SPHK2,495,532,1030,809,674,291,718,472,650,1120
RPL18,7646,7717,9734,12412,11959,28631,25217,22582,17976,48452
CA11,474,505,1448,1017,393,457,538,602,999,893
ISOC2,939,976,1263,1565,1639,785,982,801,644,2114
U2AF2,5364,5374,6037,7082,7498,2354,3048,3590,4856,7447
EPN1,3043,3182,3075,4387,5437,4539,4765,5527,5239,10821
MED29,718,812,1281,1429,1232,1303,1280,1578,1824,3084
AHRR,30,37,42,58,17,54,55,112,104,150
GSC2,1,2,1,1,2,0,0,4,1,0
ZNF275,308,327,446,417,347,456,585,1089,1215,1595
MTMR1,631,568,978,872,900,858,882,1173,1572,1759
GPC1,4659,3916,1563,2190,3440,4352,2683,3866,7563,7379
ADCK1,195,159,360,310,232,111,169,141,248,343
HAGH,234,257,306,369,340,433,410,565,708,915
RNF4,1876,1688,2479,2344,2198,979,1197,1734,2071,2797
CASP8,282,177,146,157,274,312,371,301,95,660
LIMCH1,444,603,682,543,727,664,768,1039,1411,1754
INTS13,1016,940,859,1426,1278,567,579,616,741,1013
TM7SF3,1151,1251,1926,2193,2230,752,1083,913,911,1928
DLX3,4,15,15,14,7,240,62,16,79,175
SPA17,140,167,237,339,182,446,557,434,396,546
TSPAN32,0,3,3,3,2,40,26,20,30,40
WISP2,26,33,3,19,42,40,46,27,10,124
DMRT3,4,0,0,0,0,24,92,36,509,49
ST3GAL6,89,82,162,139,82,118,161,240,326,441
ATP2C2,33,15,74,41,36,383,267,138,70,551
NGFR,385,408,346,647,512,930,755,1687,672,1828
CDON,409,443,606,735,536,1219,679,1368,3821,2932
TAF2,790,948,1423,1322,1088,554,545,1004,1203,1418
HIPK2,1256,1232,1941,1609,1864,1694,1841,3567,7154,6484
TNPO3,3401,3152,4615,4905,4724,1238,1657,2345,3011,3840
BORCS8-MEF2B,35,62,87,100,58,62,76,49,112,176
RFXANK,545,466,731,802,605,949,950,1039,778,2013
TMEM161A,454,451,737,745,728,466,603,553,539,1349
LPAR2,473,538,842,769,700,335,354,484,945,786
CTSA,1823,1262,1173,1127,1477,2117,2579,1777,893,6243
SUGP2,1349,1370,3719,2587,1481,1209,994,2025,3826,2875
SLC12A2,906,975,714,657,701,1833,2040,1942,1162,3466
SNX24,293,313,431,461,282,431,319,481,414,1036
EYA2,32,28,51,39,45,476,158,424,488,671
CNN2,10775,11152,9483,13744,21802,3802,4106,7011,5164,14366
ABCA7,270,213,516,376,154,308,167,127,199,496
SNCAIP,113,88,177,200,78,311,407,1373,1674,850
DDX20,881,700,1246,1168,1348,453,501,785,936,1153
BTBD1,1617,1303,1598,1769,1813,1273,1426,1853,1987,2977
FAR2,590,443,562,807,554,403,279,489,489,1194
BCAS1,3,11,3,15,6,477,557,299,10,505
POU1F1,0,0,0,0,0,2,0,2,0,0
CHI3L2,0,2,3,2,3,12,2,4,3,7
SBNO2,169,323,519,560,368,430,304,303,353,116
PMS1,646,516,1135,1053,759,258,304,523,668,748
HMG20B,766,770,1497,1586,1067,1493,1524,1655,1395,2453
CALCRL,28,22,47,69,32,106,168,207,83,208
TAF11,759,690,1182,1140,1042,694,839,1087,1098,1843
ANKS1A,1055,953,1524,1531,1326,1689,975,1877,6497,4619
AP3D1,4657,4543,6163,6600,6820,3417,3154,4303,5426,9073
ZNF76,412,409,710,617,411,370,474,624,912,1199
SLC9A3R2,236,164,173,220,314,730,622,966,336,1565
NTHL1,492,399,488,758,730,308,413,461,435,949
UHRF1BP1,847,860,1329,1333,1222,412,479,975,1260,1680
GNAI3,3563,3145,4031,4486,4678,3372,3871,6260,5235,8073
IPO5,11699,10542,17038,18476,16700,4851,6163,10058,8958,16191
OAT,2700,2465,2477,3631,4199,3892,8448,4875,1510,14278
WDR3,2132,1657,2191,2885,2743,579,779,1142,1233,1887
PKN2,1223,1109,1621,1453,1107,705,787,932,1556,2141
WDR18,814,864,1061,1269,1614,1063,1118,1038,1382,2914
TRAM2,970,952,1298,1149,1659,906,1325,1514,935,3071
NTN1,817,604,398,409,574,1450,1010,2958,988,2894
GLP2R,0,0,0,0,0,117,103,321,27,273
MCM10,1064,1133,1953,1817,1798,120,236,523,589,741
DGKA,248,240,363,226,456,337,218,230,155,529
ERBB3,924,927,2321,1737,1812,4965,5483,3122,233,9635
ROPN1,8,1,1,4,1,5,0,0,5,11
ANKRD44,30,29,7,28,21,14,44,108,174,84
KARS,3953,3426,3967,5105,5691,3419,3820,4480,3932,8281
ADAT1,302,285,478,470,404,270,310,493,651,836
PDIA5,645,751,870,722,696,509,727,1270,413,2210
TBC1D22B,478,443,636,776,538,294,339,489,671,774
