gene_name,1-2B-8-3:_K562_cells_RBM48_KO_#1,2-2B-9-4:_K562_cells_RBM48_KO_#2,3-2B-10-5:_K562_cells_RBM48_KO_#3,4-2B-11-6:_K562_cells_RBM48_KO_#4,5-2B-12-7:_K562_cells_RBM48_KO_#5,6-2B-13-8:_K562_cells_RBM48_KO_#6,7-VC-8-3:_K562_cells_Vector_Control_#1,8-VC-9-4:_K562_cells_Vector_Control_#2,9-VC-10-5:_K562_cells_Vector_Control_#3,10-VC-11-6:_K562_cells_Vector_Control_#4,11-VC-12-7:_K562_cells_Vector_Control_#5,12-VC-13-8:_K562_cells_Vector_Control_#6
PPM1M,268,1117,900,838,1232,874,715,1231,656,1027,1342,979
ETNPPL,0,5,1,0,2,0,1,0,4,2,0,0
WDR82,6756,4123,4661,4775,4423,5761,6384,3637,5691,6508,5280,4640
PITX2,2,0,2,3,4,0,1,0,0,0,0,0
C4orf3,2735,2327,2509,2808,2627,2780,2497,2042,3056,3727,2860,2542
PRSS12,1,14,3,8,10,2,2,51,0,1,7,33
NDST3,6,16,4,5,12,10,7,5,5,11,13,9
HMGB2,21302,34561,26858,26713,23308,31379,31780,23311,32308,37446,31499,27230
SAP30,1515,1049,1222,1293,1082,1354,1274,904,855,1215,1016,1092
SCRG1,9,15,15,4,16,8,1,10,19,8,13,16
HAND2,338,141,285,233,223,320,291,143,320,373,201,202
MAD2L1,9747,7616,8754,7300,7542,10410,12097,5869,11076,12371,9370,7781
ANXA5,5674,16027,6389,9307,9716,7072,6472,15060,5925,8537,11386,9182
SMIM43,1,2,0,0,1,1,0,2,0,0,0,0
ADAD1,0,0,0,0,0,2,0,0,0,0,0,0
MAP9,8,8,43,11,13,10,0,7,26,14,41,15
GUCY1A1,0,0,0,0,4,0,0,0,1,0,0,0
FBXO8,874,1081,1289,1254,1010,1306,1172,1134,1310,1476,1299,1268
CEP44,2423,5103,3246,2659,3088,4257,3536,4289,4582,5086,4108,2966
HPGD,467,165,633,868,341,603,545,110,661,672,579,966
ASB5,0,0,2,0,0,0,0,0,0,0,0,0
C4orf45,7,17,37,64,59,31,10,46,11,23,58,72
TMEM144,898,1034,1049,1201,896,1233,831,911,1051,1593,1120,1336
GASK1B,168,37,127,100,123,72,124,59,124,73,63,66
NPY1R,10,7,9,2,24,13,4,9,7,0,10,8
NPY5R,0,0,3,0,0,1,0,0,0,0,0,1
NAA15,17588,10829,10772,10065,10215,14092,14330,9414,15965,16319,12751,11782
IL15,19,84,54,37,44,76,78,210,55,72,84,74
FAM160A1,9,31,5,13,23,7,2,7,0,0,0,5
ARFIP1,1922,903,1620,1852,1716,2005,1766,1301,2108,2281,2183,2245
ICE1,6195,2680,4862,3793,4289,5194,5317,3100,4594,6002,4452,4512
HHIP,12,19,22,10,17,11,11,11,5,16,11,9
ANAPC10,1310,1165,985,1093,1044,1333,1430,1015,1328,1634,1269,1159
ABCE1,20247,11053,12757,10203,12220,16830,17721,8902,17780,21143,14300,11657
OTUD4,4596,3430,3742,3719,4249,4338,4608,2702,4620,6444,4505,4799
LSM6,1330,941,1134,1026,997,1261,1203,804,1411,1394,1224,1093
TMEM184C,1833,1797,1460,1897,1900,1951,1933,1708,1698,2586,1879,1661
PRMT9,941,773,835,745,807,1000,989,855,1058,1135,759,1036
ITGA2,2,13,4,12,14,3,3,5,0,6,19,7
MOCS2,2860,1247,1831,1784,2085,2761,2695,1261,2533,3061,2572,1685
SLC45A2,0,8,13,18,4,2,0,4,14,4,5,9
EDIL3,0,0,0,0,1,0,0,0,0,0,0,0
TMEM161B,3389,4790,3886,4010,4546,5116,4780,3893,4637,5841,4783,4048
ELOVL7,160,789,1061,1474,2419,1702,314,1183,1888,2669,2698,1894
NDUFAF2,1928,2124,1588,1442,1686,2005,1858,1476,1887,2174,2217,1370
ZNF474,10,3,18,48,21,23,23,21,5,25,88,46
LMBRD2,2441,2339,3332,2865,4328,4077,4088,2765,3862,4910,4476,4019
RANBP3L,1,5,9,3,11,10,1,22,6,4,15,12
NIPBL,7491,9434,11031,9534,11428,12537,7616,7646,11663,15495,13449,10885
RNF180,0,0,0,0,0,0,0,0,0,8,0,0
ADGRV1,3629,3700,3827,4470,6686,5549,4911,5656,7741,9454,8135,7570
SLC25A46,3829,2065,3335,3215,3110,4180,3912,2649,3750,4803,3965,3707
STARD4,5050,17608,5952,5562,6796,10337,6302,9756,9556,11469,6970,4744
PGGT1B,1883,1288,2632,2237,2390,2907,2768,1622,2751,3028,3164,2121
F2RL2,16,9,31,17,3,8,6,0,15,4,4,9
CCDC112,723,1005,936,829,970,1210,751,850,1057,1076,1203,777
ANKRD33B,588,1796,1376,2628,2543,785,648,2140,596,1084,2260,2500
CMBL,13803,19121,11131,12753,11397,12339,16185,16406,12963,14951,12521,11586
C5orf63,342,458,380,363,494,792,473,495,385,709,633,466
PRRC1,6084,18479,5422,5207,6242,7205,7345,15674,7210,8678,7023,5381
F2RL1,26,32,47,28,27,9,88,25,46,24,29,23
AGGF1,2451,897,2876,3075,3199,3378,3271,1828,3264,3949,3708,3459
WDR41,3627,5249,5289,5744,5875,5841,4924,4394,4358,6136,7305,5330
PRDM9,30,396,115,211,251,138,82,238,38,51,95,52
NDUFS4,1506,2119,1262,1505,1486,1640,1874,1524,1561,2123,1982,1449
SCGB3A2,16,17,31,32,60,44,25,26,35,32,90,28
SPINK1,0,109,23,24,20,0,0,81,0,0,6,37
HTR4,2,0,6,25,9,2,3,0,2,18,13,0
ESM1,0,0,0,0,0,0,0,0,0,0,0,0
GRPEL2,3021,2840,3888,3423,3634,4756,4482,2939,4351,5666,4398,3553
CDC20B,1,2,4,1,1,2,2,4,0,1,0,4
ARSK,714,874,760,882,660,841,782,831,751,917,762,741
RHOBTB3,16052,25311,17728,21123,21850,20376,22459,22431,20541,26369,25437,21858
GPX8,111,411,293,315,195,235,181,362,166,288,263,304
TIGD6,280,198,358,355,314,411,302,156,293,456,399,231
SPZ1,0,0,0,0,0,1,0,0,0,0,0,0
SERINC5,924,1800,1293,1254,1256,1173,1163,1788,1163,1410,1838,1323
ENPP6,0,7,14,35,16,12,0,4,12,32,61,2
CAGE1,6,3,39,35,19,23,5,2,52,7,42,37
CASP3,3226,1996,3116,3970,3345,3450,3279,2172,3263,3692,3659,3464
PRIMPOL,821,649,1641,1929,1953,1473,1346,865,1209,1605,2806,1644
ERAP1,2122,7878,4426,4946,6427,3911,2762,8233,3483,5269,7471,5585
ERAP2,122,560,196,201,208,202,98,486,175,632,972,231
CMYA5,89,22,115,56,72,101,68,42,111,105,76,32
EGFLAM,116,84,90,121,147,150,74,67,199,213,118,110
CFAP97,5819,3912,6471,6587,7084,7943,7403,4623,7714,9439,8848,7044
TMEM174,0,0,0,0,0,0,0,0,0,0,0,0
CARTPT,0,0,0,0,0,0,0,0,0,0,0,0
RICTOR,5514,8657,5153,4648,5982,6219,5635,6484,7653,9447,8465,7018
TENT2,5982,4828,6265,6130,6952,7454,6814,5109,6923,8290,7578,7060
EBF1,9,7,9,11,7,56,25,10,28,25,18,14
ANKRA2,693,1183,1120,972,1044,1335,1150,1210,1372,1274,1565,839
UBLCP1,2869,2101,3281,3295,3741,3949,3086,2807,3590,4794,4434,4235
FAM170A,0,0,1,0,0,0,0,0,0,0,0,0
UTP15,3412,1095,1138,979,1069,1604,2016,543,1705,1882,1173,1208
TLR3,57,56,85,76,92,66,78,79,64,96,115,86
KLKB1,3,0,8,2,2,0,0,0,4,0,33,15
NSA2,7010,7290,5334,6069,5280,6270,7349,6320,5901,7432,6130,5686
GFM2,5203,3410,3088,3264,3712,4777,5665,3496,4288,5443,4703,2864
TERT,257,63,101,55,71,138,229,52,67,290,36,193
SLC6A18,0,0,0,1,0,0,0,0,0,0,0,0
CCDC127,1065,923,1139,1156,1403,1294,1187,1118,1020,1758,1699,1033
FOXQ1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01600,0,0,2,0,0,0,0,0,0,0,0,0
ADGRF2,5,2,12,4,4,1,7,3,6,10,2,0
ACSL6,72,206,134,274,271,81,148,215,105,133,197,145
IL3,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,0,3,0,0,9,1,0,0,0,0,0,16
SEPTIN8,17840,17088,16635,17519,19576,17222,19594,15326,13987,17922,18718,16713
SHROOM1,1325,1187,2049,1707,1417,1479,1383,1335,1263,1750,1896,1484
GDF9,20,5,31,49,41,67,21,5,38,49,54,39
UQCRQ,4045,3262,2812,2188,2219,3363,3354,1861,3377,3902,2622,2195
LEAP2,143,116,162,144,322,173,125,197,200,305,339,196
GJB7,0,1,0,13,7,0,3,4,4,0,0,4
SLC35A1,1075,829,940,923,1010,1348,1186,709,1280,1514,1161,889
GRIK2,13,16,14,9,12,13,18,26,9,28,31,16
CGAS,12,19,22,34,27,18,20,15,10,37,23,15
FABP7,1,1,2,1,0,0,2,3,0,0,2,3
TLX3,0,0,0,0,0,0,0,0,0,0,0,0
TXLNB,0,0,0,2,0,0,0,3,0,0,0,0
CITED2,2718,1191,2017,2205,1538,2461,2943,1383,1857,2352,1708,1442
CALHM4,0,0,0,0,0,0,0,0,0,0,1,0
TBXT,0,0,0,0,0,0,0,0,0,0,0,0
CREBRF,607,2880,1018,900,1136,1089,802,1797,748,1590,1061,1525
DCBLD1,810,812,1141,985,1239,1217,1162,896,982,982,1341,584
SFXN1,11059,9944,7696,6165,7102,9659,10358,7495,9948,11324,6947,5767
SAMD3,1,7,4,28,2,11,8,3,0,0,0,9
TMEM200A,0,2,5,13,7,2,2,3,7,0,12,4
IL22RA2,0,0,0,2,1,0,0,1,0,0,0,0
DACT2,4,2,3,0,0,1,0,2,0,0,0,3
PDSS2,1003,1261,886,825,789,1173,1051,1020,1062,1077,743,774
SPATA48,0,0,0,0,0,0,0,0,0,0,0,0
STXBP5,11929,8392,18444,21861,18581,18141,18901,9555,17364,22518,25743,27241
H2AC1,1,2,2,3,0,0,0,2,4,8,1,0
IL31RA,2,5,2,5,4,0,4,4,4,7,7,0
ANKRD55,204,35,233,366,342,345,231,52,350,459,447,181
RAET1E,5,13,6,6,10,7,13,12,2,3,2,11
PI16,11,6,16,61,8,12,4,7,7,7,12,17
TBX20,0,2,0,0,0,0,0,0,0,2,9,0
DAGLB,887,893,591,760,663,768,810,619,668,982,815,587
KIAA0895,80,109,135,83,137,102,78,114,92,67,135,80
STK17A,1301,1250,1154,1095,915,1047,1224,831,1098,1049,791,936
TRA2A,3531,2992,3992,3650,3671,4416,4740,2130,4389,5241,4461,3747
FAM183BP,0,0,1,1,0,0,0,0,0,0,0,0
GALNT10,2484,2285,2347,2216,2574,2139,2222,1692,1818,2961,2690,1970
SAP30L,1443,1468,1366,1372,1468,1291,1303,1488,1327,1724,1356,1172
RPS14,57616,97548,59292,52494,51886,51913,53269,67275,49587,55449,56588,53158
HCN1,0,0,1,0,0,0,0,0,0,0,0,0
MYOZ3,10,16,4,8,12,9,15,12,4,4,6,8
COG5,5329,9889,6262,4572,6169,7188,7704,9579,7963,8179,7384,5400
NEUROD6,0,0,0,0,0,0,0,0,0,0,0,0
BMT2,353,687,749,598,612,546,403,578,522,815,1079,714
GPR85,249,768,1006,1675,1138,625,507,1290,486,806,1815,2172
SLU7,3299,3587,3861,3317,3833,3834,3304,3048,4247,4625,5216,3814
RP9,732,1431,848,916,929,967,1014,919,728,1011,978,774
PTTG1,4964,5284,4378,4457,3873,5231,5738,3703,5417,6180,4754,4504
CAMLG,1738,4931,2499,2588,3285,2754,2714,4339,2340,3048,2976,2741
BMPER,0,0,0,0,1,0,0,0,0,0,3,0
RELL2,1178,259,767,555,475,852,976,248,850,944,614,479
SMAD5-AS1,0,0,0,0,5,2,2,0,1,0,3,4
KCNK5,3565,1754,3335,3353,3020,3505,3503,1442,3251,4128,3440,2959
KIF6,3,25,30,48,47,36,4,36,60,3,86,36
ZNF12,1977,2944,3019,3360,3435,3349,3101,4289,3452,4371,4016,4302
SLC29A4,123,480,96,83,160,132,101,316,129,143,146,148
TEX47,0,0,0,0,0,0,0,0,0,0,0,0
STEAP1,237,90,123,84,119,188,117,57,169,137,109,113
CDCA7L,967,1113,521,444,504,776,1274,499,549,775,531,614
SP8,116,126,97,108,80,100,104,122,70,112,74,39
MIOS,2962,1676,2357,2076,2553,3173,3197,1672,3270,3768,2763,2407
ELAPOR2,4000,9659,7246,7636,9987,8242,7368,9089,8494,11263,12596,7525
USP49,1417,2119,2421,2346,2571,2060,1711,2434,2349,3015,3375,2321
INTS4P1,18,69,71,132,74,62,42,117,88,126,105,118
SYTL3,11,17,38,73,38,24,21,27,17,30,32,28
IQUB,148,263,227,242,398,392,141,288,220,375,401,267
HEY1,373,486,495,861,744,485,448,404,626,663,730,671
ZNF704,0,0,0,0,0,0,0,0,0,0,0,0
FABP5,950,316,374,240,262,497,776,240,595,747,290,249
SHH,0,0,0,1,0,0,0,0,0,0,0,0
TAGAP,0,0,0,0,1,0,1,0,0,0,0,0
COL1A2,881,167,339,338,270,565,509,44,978,1099,241,89
FNDC1,0,0,0,0,0,0,3,0,0,0,0,0
CHMP4C,551,504,759,921,835,899,869,687,817,937,948,911
SLC13A4,15,35,66,32,40,45,36,47,36,32,72,100
PGAM2,0,5,0,0,0,0,1,5,0,0,0,0
BRI3,534,1492,694,1080,899,575,621,1115,485,652,745,946
LMTK2,2062,1959,2354,2539,2350,2328,2270,2131,2072,3253,2441,2034
SLC35G3,0,0,0,0,0,0,0,0,0,0,0,0
CTSB,7205,20446,11956,14492,12222,7877,8428,16976,7760,10363,13626,14078
SOX17,0,0,0,1,0,0,0,0,0,0,0,0
SEPTIN7P5,0,0,0,0,0,0,0,0,0,0,0,0
DLC1,946,914,962,995,773,1092,1072,698,923,1329,1437,872
ADCY1,15,20,17,12,15,8,21,21,16,20,20,11
C8orf48,0,0,3,3,2,0,0,0,0,1,10,5
SUN3,1,52,43,29,28,8,14,102,12,34,21,47
C7orf57,0,1,0,0,0,0,0,3,0,0,0,0
HNF4G,0,0,2,3,2,2,2,0,0,0,0,0
PEX2,1694,2072,1545,1447,1666,2295,1849,1712,2194,2115,1915,1804
RAD21,14383,15862,26411,28084,26839,27763,24682,16273,24970,32153,34126,30353
SLC30A8,9,63,49,87,82,60,11,46,6,26,58,24
MED30,497,713,725,645,725,877,843,558,769,892,895,558
TNFRSF11B,2,1,0,1,0,0,1,1,4,0,0,0
SBSPON,21,49,28,45,84,70,21,29,33,47,50,69
PHKG1,31,95,23,28,31,15,74,57,22,14,37,36
EN2,1,13,4,8,9,3,3,13,0,0,0,0
KCNV1,6,11,7,8,7,8,4,5,1,12,13,15
CSMD3,0,6,6,2,4,1,2,4,2,2,9,2
SPIDR,2224,2627,1998,2206,2109,2448,3282,2482,3723,2541,3740,1662
ORC5,3917,1896,3249,3159,3405,4006,3931,1955,3395,4027,3679,3270
DEFA5,0,0,0,0,0,0,0,0,0,0,0,0
DNAAF5,4496,1348,2301,2135,2311,3071,3402,1558,2820,3507,2069,1994
DEFA4,0,0,0,0,0,0,0,0,0,0,0,0
DEFA6,0,0,0,0,0,0,0,0,0,0,0,0
OSGIN2,3039,6600,3229,2961,3422,3874,3563,4556,3278,3715,3449,3453
DEFB1,0,0,0,0,0,0,0,0,0,0,0,0
SUN1,6336,7729,6646,7267,7519,7352,7274,6736,6110,8601,7153,7888
OXR1,1939,2512,2558,2218,2600,2908,2531,2490,3247,3472,2688,2671
TMEM74,6,3,4,0,0,0,0,0,5,0,0,1
GPR146,29,9,137,128,63,30,24,13,49,41,68,64
GPER1,0,7,8,16,6,6,6,11,7,0,5,22
UNCX,0,0,0,0,0,0,0,0,0,0,0,0
TMEM184A,1,3,22,3,3,2,14,3,10,5,19,10
NOS3,2962,2610,2265,1861,2516,2651,2656,1822,2587,2978,2303,1713
SPAG11B,0,0,0,0,0,0,0,0,0,0,0,0
MICALL2,2817,1719,1689,1231,1297,1360,2002,1773,2023,1930,1707,1172
CA3,13,20,12,13,43,10,19,54,14,9,27,16
INTS1,7196,5049,6610,5613,5262,6878,7368,4990,6843,7561,5181,4796
CDK5,1164,814,900,1153,1157,1033,1190,824,1065,1190,1068,745
SLC4A2,16269,7465,10239,11535,13031,11610,13136,7128,10245,13283,12767,9746
SLC7A13,0,0,0,0,0,0,0,0,0,0,0,0
FASTK,2423,1073,3128,3054,2969,2759,2563,1870,2657,3101,3301,2775
TMUB1,7752,6455,4882,5440,5668,5473,5460,5105,4558,5824,5257,3844
FMC1,751,815,995,1034,807,1081,735,407,730,1020,878,785
GBX1,0,2,0,0,0,0,0,1,0,0,2,0
PHAX,1958,1570,1369,1552,1391,1899,2052,1436,2070,2444,1832,1665
ALDH7A1,24,56,44,35,29,46,35,61,28,33,39,35
FOXK1,3134,6111,3810,3681,3201,3232,3672,4181,3036,3496,3083,2944
COX6C,4960,4473,4339,3916,4074,4968,5395,2951,5109,6011,4653,4149
OSR2,275,375,170,150,165,150,267,138,270,271,135,187
YWHAZ,47333,46808,40322,48569,46607,50220,46329,37808,48570,60551,49621,42925
BAALC,0,0,0,0,0,0,0,0,0,0,0,0
FZD6,0,2,6,7,4,7,1,1,0,2,14,24
CTHRC1,27,53,30,23,65,55,41,24,11,40,39,19
SLC25A32,3260,1744,1974,1761,1897,2493,3025,1863,2293,3051,2131,1730
DCAF13,9708,7059,4905,4396,5211,7485,7484,5400,7853,8781,6137,5084
DCSTAMP,4,0,6,9,10,7,4,1,3,16,5,0
TP53INP1,120,2743,686,1095,1338,433,277,3646,430,664,1513,1060
INTS8,4974,5959,4280,5155,5608,5880,5122,6753,6366,7907,6534,5804
VIRMA,7263,6935,5731,5341,6107,7046,7678,6778,8102,8663,7151,7245
FREM1,3,36,22,6,41,89,22,16,6,1,6,2
GEM,5,21,8,49,17,7,0,23,3,11,11,8
PDP1,143,569,190,270,255,236,178,560,210,249,264,227
TMEM67,680,193,527,385,319,552,398,237,964,357,845,240
WASHC5,2898,1485,3795,3868,3570,3740,3206,2077,3373,3929,4065,3683
RPP25L,739,290,578,669,551,659,607,322,556,602,486,545
FAM219A,542,867,336,526,468,350,441,976,342,473,514,491
C9orf24,1,0,2,0,0,6,15,2,0,0,0,0
SNAPC3,2403,2759,2407,2488,2985,3313,3017,2689,2919,3529,3635,2496
MYORG,202,510,276,367,373,224,225,414,289,337,435,402
NUDT2,493,911,561,586,597,551,512,691,586,613,690,658
TMEM65,887,2090,1242,1188,1365,1301,1236,1916,1546,2107,2067,1444
PSIP1,8034,7459,11494,12287,12702,12065,10395,8159,10781,14165,14283,11631
CCDC171,20,54,82,89,90,48,49,145,59,66,143,479
UBAP1,1733,2062,1338,1211,1457,1472,1571,1658,1311,1839,1394,1229
DIRAS2,12,30,15,24,11,15,20,41,18,17,20,11
SYK,1467,792,2357,3117,3240,2268,2225,1936,2794,3741,5092,4186
NIPSNAP3B,241,429,339,369,455,396,364,370,334,530,469,390
ABCA1,6,18,15,10,11,21,3,17,0,2,11,29
NFIL3,813,1855,1684,1743,1699,1668,1549,1765,1587,2002,1966,1822
LETM2,111,155,267,300,167,255,205,259,237,297,175,317
METTL2B,6115,3368,3753,3664,4064,4869,6035,3283,4875,5364,3536,3436
PRKACG,0,0,0,0,0,0,0,0,0,0,0,0
FXN,1270,470,883,714,686,1087,993,338,968,1101,738,624
ZMAT4,0,0,0,0,0,0,0,0,0,0,0,0
NKX6-3,0,0,0,0,0,0,0,2,0,0,0,7
TMEM71,0,13,1,3,0,3,0,17,0,0,0,0
MAMDC2,3,0,0,3,0,0,1,0,3,0,0,0
PRSS37,3,0,0,0,1,0,0,0,0,0,0,0
CPA6,0,0,0,0,0,0,0,0,0,0,0,0
C8orf34,30,38,21,37,29,21,24,34,20,32,39,10
TMC1,0,23,4,6,4,10,2,2,0,3,11,7
ALDH1A1,2778,16290,7647,9630,8304,5387,2829,12402,4219,6061,9639,9068
KDM1B,6166,4382,4788,5729,5888,6217,6467,4298,6018,7102,6500,5297
HGSNAT,390,345,1274,1227,1340,1126,591,503,795,1290,1484,1164
RASEF,130,91,398,279,348,229,106,160,250,283,450,503
GKAP1,178,709,386,444,551,421,202,564,315,394,803,367
KIF27,126,229,165,224,342,262,200,258,175,245,327,255
C9orf64,1405,1239,2241,2303,2381,2194,2357,1480,2062,2745,2620,1995
HNRNPK,44884,37244,37254,41829,40229,45349,47255,31925,44566,53097,44762,40007
SSMEM1,1,2,8,10,2,7,4,0,10,6,10,7
SVEP1,259,206,297,242,336,338,459,203,461,662,318,471
TRPV6,13,1101,301,271,455,26,29,1239,10,123,482,404
LLCFC1,0,0,0,0,0,0,0,0,0,0,0,0
ANKS6,8110,3218,4207,4263,4725,6267,7235,3297,6878,7199,4480,3945
FBP1,0,0,0,0,0,2,0,1,0,0,0,1
PGAP4,408,216,348,327,363,351,517,306,378,505,359,363
ZHX1,8005,4624,5323,4709,5441,7595,6722,3846,8163,9403,7001,5532
CFAP47,1,2,13,14,13,10,2,20,19,7,33,65
CYBB,127,76,226,357,357,174,129,110,126,356,384,314
DYNLT3,623,1577,1023,1059,1426,1096,622,1268,835,1139,1328,1017
METTL27,8,4,17,10,21,14,20,18,5,12,7,6
MID1IP1,5529,4819,5964,6149,6041,5860,5922,5175,4769,6188,5607,4335
NCF1C,2,0,12,10,10,6,5,0,1,2,6,2
SHOC1,2,0,0,0,0,9,0,2,0,0,0,3
CXorf58,2,0,4,9,9,3,6,2,1,25,6,24
KIAA1958,1092,1590,1129,951,962,1128,1562,1817,1265,1344,1443,1378
PTCHD1,8,13,1,6,11,6,3,9,6,4,1,11
RNF183,6,16,15,4,9,31,10,12,10,26,2,4
ASB11,0,7,4,7,10,2,10,14,11,3,7,0
PCDH19,0,0,0,0,1,0,0,0,0,1,0,0
PIGA,1870,2079,1846,1742,2180,2636,2363,2100,2069,3132,2364,1867
VEGFD,1,5,0,22,3,0,0,1,1,1,0,0
OR1Q1,0,0,0,0,0,0,1,0,0,0,0,0
OR1K1,0,0,0,0,0,0,0,0,0,0,0,0
STRBP,6897,6784,8146,9406,9842,9292,9488,6857,8540,11445,11894,8816
CLDN3,0,0,0,0,0,0,1,0,0,0,0,0
GAPVD1,7742,7947,8006,7187,8433,8617,9066,6942,7342,9980,8221,7106
CARD19,359,511,294,331,358,239,271,365,325,291,362,269
WNK2,109,115,43,106,125,74,84,299,104,31,156,34
ATP7A,2574,1430,1980,1869,2286,3148,3348,2000,3934,4488,3033,2185
ZNF367,1251,2158,1656,1471,1566,1674,1495,1588,1498,1795,1660,1584
NLGN4Y,0,3,0,1,2,0,5,0,0,1,0,0
HDX,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB6,1709,1243,1417,1236,1202,1922,1774,833,1857,1970,1355,1136
AQP7,3,6,3,8,5,2,2,2,10,4,0,2
NOL6,5684,3179,1936,1908,2134,2489,3145,2995,2870,3172,1968,1883
AQP3,991,113,293,317,299,464,528,107,614,588,263,220
TRMT10B,424,344,613,525,606,634,558,360,508,841,779,783
VCP,24202,23999,17576,19746,17233,20789,21739,16555,19035,23029,17224,16502
PIGO,1115,448,1322,1239,1021,1428,1401,645,1080,1685,1265,946
STOML2,8380,4096,5417,5963,5707,7035,7254,3590,6286,7331,6114,5330
BRWD3,1467,2013,2403,1670,2003,2601,2355,1849,3055,4115,2828,2387
SLITRK5,52,68,61,58,42,41,55,47,35,84,76,50
MELK,3483,2339,3910,3676,3632,4267,4299,2548,4087,5143,4088,3912
ARMC3,59,48,129,32,39,42,71,38,17,118,145,65
OTUD1,67,344,243,271,282,161,81,403,107,146,227,256
ARHGAP12,1088,1453,1184,1148,1181,1221,1207,1633,1294,1510,1397,1483
DEUP1,203,901,921,938,1388,491,484,1471,678,1274,2048,1400
HECTD2,463,546,726,730,868,1020,664,412,670,831,672,624
SLC7A3,4,74,63,57,28,13,3,34,0,1,0,5
FBXO33,606,556,573,603,511,539,470,575,421,575,549,587
INTS6L,2994,1239,2971,3533,3449,3267,2938,1673,3089,3838,4091,3460
GPR101,0,0,0,0,0,0,0,0,0,0,0,0
CLDN2,0,0,0,0,0,0,0,0,0,0,0,0
LRFN5,0,0,1,0,1,0,5,1,4,1,0,8
LRRC18,0,0,0,0,0,0,0,0,0,0,0,5
SPTSSA,3056,3212,2375,2071,2274,2781,3086,2560,3094,3590,2921,2278
WRN,4886,3468,4344,3795,5521,5604,5419,3617,5562,7204,5992,4179
MARCHF8,2965,2026,3113,3683,3848,3554,3031,2376,2525,3632,3138,3211
TSHR,4,0,1,1,0,0,4,0,0,0,4,0
CFL2,720,951,535,631,796,580,546,614,829,758,565,442
SUGT1,3988,2551,2307,3015,2791,3350,3662,2551,3464,4150,3331,2732
GTF2A1,2773,2698,3504,3427,3700,4157,3827,2819,3488,4867,4505,3634
ZCCHC24,1301,1224,1440,1708,1605,1283,1327,1956,1156,1571,1684,1486
PGM2L1,286,597,341,297,410,432,408,554,443,567,508,343
PHYHIPL,0,0,1,0,0,0,0,0,0,0,0,0
SLC16A9,559,1100,1143,944,1333,1294,1250,1384,1077,1434,1559,1282
FOLR2,6,6,8,2,8,7,4,6,11,9,6,6
INPPL1,6093,6399,5952,5508,6313,6549,6062,5701,5418,7003,7818,5627
PHOX2A,0,0,0,0,0,0,0,0,0,0,0,0
MBL2,0,0,0,0,0,0,0,0,0,0,0,0
GJB2,0,0,0,0,0,0,0,0,0,1,0,0
CRYL1,91,706,279,345,512,222,144,574,196,246,491,299
REEP3,1210,2359,2035,2049,2420,1938,1768,2876,1765,2355,2495,2264
HEPACAM,0,0,0,0,0,0,0,0,0,0,0,0
SKA3,2278,870,2085,1880,1654,1991,2246,1111,2181,2491,1706,2051
MICU2,2137,1566,2231,2127,2428,2748,2622,1742,2479,3252,3002,2169
DDIAS,1906,952,1188,1092,982,1436,1018,1073,1490,1444,1207,1216
PCF11,5081,4134,6469,6015,6816,6553,6097,4332,5837,8593,7067,5888
PKNOX2,1,4,2,2,0,0,0,0,2,0,0,1
RPL10L,2,2,0,0,0,1,1,2,0,1,0,0
LRR1,1554,1089,1004,1058,1012,1303,1421,1159,1221,1479,1120,1049
RPL36AL,4570,3631,2382,2592,2609,2857,3025,3113,3062,3855,3118,2751
DNAAF2,1453,444,968,897,832,1125,1212,581,1031,1241,918,747
DEPP1,15,377,54,104,81,19,28,382,47,63,113,75
MAGEC3,0,0,2,2,2,1,4,4,0,0,0,1
ZNF22-AS1,21,5,46,52,46,40,36,3,31,48,93,58
ZNF22,4842,2038,4276,4704,5426,5085,5601,3537,4856,6880,6461,4829
KLHDC2,1096,2065,1702,1797,1835,1985,1710,2405,1665,2258,1761,1667
EML5,39,41,100,118,153,80,47,53,102,138,129,96
NEMF,5388,2673,4025,3696,4246,4994,4109,2619,5699,5821,4836,5022
RPUSD4,3206,1911,2124,2181,2072,2629,3105,1557,2483,2847,1851,1929
ARF6,5004,4989,4955,5540,4828,5544,5332,3677,4684,5856,5857,5067
TTC8,590,480,705,671,588,707,789,509,624,949,793,617
TMEM63C,5,34,0,4,4,0,7,27,2,20,120,3
NGB,0,0,1,0,0,0,0,0,0,0,0,0
NOXRED1,30,16,30,40,34,67,23,33,97,65,36,11
CDX2,0,0,0,0,0,0,0,0,0,0,0,0
AMER2,7,8,1,2,0,5,3,2,3,5,2,0
AKR1E2,230,486,388,281,390,384,374,534,359,468,472,255
KBTBD6,666,934,679,674,622,748,812,843,802,944,704,664
SSX5,2,80,20,9,24,4,1,114,4,6,17,28
SSX3,269,781,481,384,555,332,2271,2598,1098,1739,2300,2366
OTX2,0,2,0,0,0,0,2,0,0,0,0,0
FAAH2,13,76,56,73,82,111,22,114,21,47,66,76
DRGX,1,3,16,4,1,0,0,20,0,0,22,4
NUDT5,9780,3592,4120,4995,4077,5236,5978,4159,6787,9040,7660,7512
DACT1,12,55,51,28,59,32,10,33,16,18,14,30
